	Aylor_TCDD_Female_adult	Bartolomei_BPA10mg_Female_adult	Bartolomei_BPA10ug_Female_adult	Biswal_PM2.5_Female_adult	Dolinoy_Pb_Female_adult	Dolinoy_DEHP_Female_adult	Mutlu_PM2.5_Female_adult	Zhibin_As_Female_adult	Walker_TBT_Female_adt	num
Oit3	0	-3.047490636	-1.752491943	2.118759363	0	0	0	0	0	3
Olfm4	0	-1.655974653	-1.72824456	-1.728893784	0	0	0	0	0	3
Olfr56	0	-1.85175884	-1.30565471	0.891872616	0	0	0	0	0	3
Ooep	0	-2.744113309	-2.293285917	3.028139299	0	0	0	0	0	3
Ophn1	0	-1.469470738	-1.193963335	2.453206314	0	0	0	0	0	3
Optn	0	-0.83089534	-0.706082958	1.547128956	0	0	0	0	0	3
Ormdl3	0	-1.763797605	-1.366968441	2.225367625	0	0	0	0	0	3
Osbpl3	0.887709228	-0.939759062	0	0.637900716	0	0	0	0	0	3
Otud7b	0	-1.110337225	-0.720089992	1.707115204	0	0	0	0	0	3
P2rx1	0	-1.98703847	-1.828653427	2.458406664	0	0	0	0	0	3
P2ry1	0	-2.32520746	-1.327362061	2.474498091	0	0	0	0	0	3
P2ry12	0	-3.609376522	-2.229267336	2.736459841	0	0	0	0	0	3
Pacsin2	0	-1.033917548	-0.891588725	1.430736917	0	0	0	0	0	3
Pafah2	0	-1.099531349	-1.111941296	2.501596906	0	0	0	0	0	3
Pald1	0	-0.854290923	0	0.808124293	0	0	0	0.707943407	0	3
Palld	0	-1.946186165	-1.561261312	2.713789002	0	0	0	0	0	3
Pamr1	0	-2.388681276	-1.996785243	2.824738036	0	0	0	0	0	3
Parm1	0	-1.864527584	-1.270760112	1.038159347	0	0	0	0	0	3
Parvb	0	-2.308297457	-1.841358684	2.565329015	0	0	0	0	0	3
Pcmt1	0	-1.253528318	-1.063526565	1.769986659	0	0	0	0	0	3
Pcp4l1	0	-2.408181892	-2.663158092	2.936148141	0	0	0	0	0	3
Pcyt1b	0	-2.010408874	-1.514121396	2.666088864	0	0	0	0	0	3
Pde3a	0	-3.623594209	-2.327165788	2.961355854	0	0	0	0	0	3
Pde5a	0	-3.024777903	-2.145506452	2.53089044	0	0	0	0	0	3
Pde7b	0	-1.665253987	-1.513380733	1.434798094	0	0	0	0	0	3
Pdgfa	0	-1.497340746	-1.625247014	2.779004658	0	0	0	0	0	3
Pdlim7	0	-1.329751862	-1.47588246	1.556129299	0	0	0	0	0	3
Pdzd3	0	-1.170150838	-0.883845338	1.33710701	0	0	0	0	0	3
Pecam1	0	-1.317551073	-0.850407343	1.019596403	0	0	0	0	0	3
Peg10	0	-4.06578567	-2.56515123	3.021372781	0	0	0	0	0	3
Pgm2l1	0	-1.80009294	-1.14131623	2.151992831	0	0	0	0	0	3
Phactr3	0	-0.931974689	0	1.265085695	0	0	0	0.711314796	0	3
Phlda3	0	-1.157757538	-1.613331337	2.158322952	0	0	0	0	0	3
Pigr	0	1.218648836	0	-1.173943959	0	0	0	0	1.099899141	3
Pik3cb	0	-1.553918794	-0.907048956	1.466416214	0	0	0	0	0	3
Pip5k1b	0	-0.852899597	-0.786190309	1.201060909	0	0	0	0	0	3
Pkd1l3	0	-0.792258919	0	1.935804574	0	0	0	-0.93692153	0	3
Pla2g12a	0	-1.237470335	-1.466447372	2.356386605	0	0	0	0	0	3
Pla2g4a	0	-1.570463599	-1.089773143	1.16770334	0	0	0	0	0	3
Plek	0	-1.77109859	-0.847581386	1.612495639	0	0	0	0	0	3
Plekha6	0	0.748515983	0.590681058	0	0	0	0	-0.839951938	0	3
Plp1	0	-2.116222266	-1.699501135	2.677769012	0	0	0	0	0	3
Pls1	0	-3.552663026	-2.566016591	2.904004772	0	0	0	0	0	3
Plvap	0	-2.328011065	-1.932871945	2.404407272	0	0	0	0	0	3
Plxna3	0	0.924954631	0	-1.195476707	0	0	0	-0.941669314	0	3
Plxna4	0	-2.44535774	-1.726126607	3.043847222	0	0	0	0	0	3
Pnpla8	0	-1.342024002	-0.709938753	1.546391257	0	0	0	0	0	3
Ppbp	0	-3.960761175	-3.065550587	2.790227368	0	0	0	0	0	3
Ppif	0	-1.036673095	-1.048568405	1.276442816	0	0	0	0	0	3
Ppil3	0	-0.666856832	-0.947279657	1.660424099	0	0	0	0	0	3
Ppm1j	0.89256992	0	0	0.678380725	0	0	0	0	-1.116729301	3
Ppp1cb	0	-0.960642379	0	0.808656502	0	0	0	0	0.716087328	3
Ppp1r2	0	-1.055928249	-0.798447123	0.951685904	0	0	0	0	0	3
Ppp1r3b	0.638427203	-0.802297561	-0.737336771	0	0	0	0	0	0	3
Prdx6	0	-1.005002846	-1.145606925	1.804553848	0	0	0	0	0	3
Prkaa2	0	-3.059721394	-1.477477	3.292878004	0	0	0	0	0	3
Prkab2	0	-1.395398079	-0.937871263	1.430107492	0	0	0	0	0	3
Prkar2b	0	-1.171125721	-0.918739739	2.811604706	0	0	0	0	0	3
Prkcq	0	-1.174180025	-0.750503993	1.430114903	0	0	0	0	0	3
Proser2	0	-2.010760209	-1.646786793	3.319893391	0	0	0	0	0	3
Prr5l	0	-0.808236245	-0.866024101	0.855674869	0	0	0	0	0	3
Ptger3	0	-1.914697895	-1.311597562	1.315991479	0	0	0	0	0	3
Ptgis	0	2.479671339	0	-3.947660422	0	0	0	0	-2.168616229	3
Ptpn11	0	-1.302493298	-0.837532338	1.430454974	0	0	0	0	0	3
Ptpn12	0	-1.871982359	-1.00429116	1.312504183	0	0	0	0	0	3
Ptpn3	0	-1.655671053	-1.341908562	2.335141276	0	0	0	0	0	3
Ptprn	0	-2.934238906	-2.319866214	2.688476711	0	0	0	0	0	3
Pttg1ip	0	-1.817739599	-1.380426321	2.068870729	0	0	0	0	0	3
Pusl1	0	0.897192548	0.815215177	0	0	0	0	0	-1.125935316	3
Pvrig	1.431771355	-0.905824314	0	0	0	0	0	0	-1.138392717	3
Pygb	0	-1.003036887	-0.777259192	1.53213106	0	0	0	0	0	3
Pygm	0	-1.14642479	-0.948444624	0.948501843	0	0	0	0	0	3
Qsox1	0	-1.314753136	-1.298714346	1.851824014	0	0	0	0	0	3
R3hdm1	0	-0.888531373	0	0.759641018	0	0	0	0	0.752777688	3
R3hdm4	0	-0.966159875	-1.03289767	1.209871939	0	0	0	0	0	3
Rab27b	0	-3.378342877	-2.221933632	3.001192798	0	0	0	0	0	3
Rab6b	0	-0.744676717	-0.690879196	2.018750711	0	0	0	0	0	3
Rac1	0	-1.299077817	-0.932691536	1.107388397	0	0	0	0	0	3
Rad54l	0.780388547	0.643581388	0.698041269	0	0	0	0	0	0	3
Rai2	0	-3.051490649	-2.227096629	3.188354973	0	0	0	0	0	3
Ramac	0	-0.796002445	0	1.124663919	0	0	0	0	0.602916475	3
Rap2a	0	-1.524194204	-1.011131029	1.302337481	0	0	0	0	0	3
Rasl10a	0	-2.4169535	-1.611387871	0	0	0	0	0	-2.830269328	3
Rassf4	0	1.103338728	0.921611415	0	0	0	0	0	0.640004579	3
Rbpms2	0	-3.071970865	-2.538107275	3.052039993	0	0	0	0	0	3
Reep2	0	-1.880255908	-1.737647969	2.391082418	0	0	0	0	0	3
Retnla	0	0	0	-4.050188696	0	-4.829318215	0	0	-2.510863511	3
Retnlg	0	0	-1.476000654	-1.335212962	0	0	0	1.104740125	0	3
Rgs10	0	-1.551441086	-1.695732025	2.274819238	0	0	0	0	0	3
Rgs12	0	-1.178773175	-0.692791971	1.019599526	0	0	0	0	0	3
Rhbdf1	0	1.469480946	0.963658882	0	0	0	0	-0.87474319	0	3
Rhoj	0	-2.597930058	-2.112895393	3.011223024	0	0	0	0	0	3
Rida	0	-1.224038192	-1.343153247	2.234174448	0	0	0	0	0	3
Ripor3	0	-1.634080346	-1.294334523	2.82404746	0	0	0	0	0	3
Rnasel	0	-0.678279934	0	0.806167295	0	0	0	0	0.716850692	3
Rnf11	0	-0.731966815	0	1.682772498	0	0	0	0.618359822	0	3
Rnf115	0	-0.971073289	0	0.842949876	0	0	0	0	0.593408034	3
Rnf144b	0	-1.638281211	-1.107462057	2.301549319	0	0	0	0	0	3
Rnf165	0	-1.626442396	-1.632090619	2.929856564	0	0	0	0	0	3
Rnf180	0	-2.599584197	-1.686735877	2.641042531	0	0	0	0	0	3
Rnf19b	0	-1.119916647	-0.972010904	1.415694946	0	0	0	0	0	3
Rny1	0	-2.021107853	-1.916636923	1.265363147	0	0	0	0	0	3
Rpl10a-ps1	0	0	0	0	0.917512032	0.801006957	0	0	-0.670757281	3
Rpl19-ps11	0	0.669682872	0	0.676430877	0.835782217	0	0	0	0	3
Rpl9-ps6	0	1.249624522	0	0.824137063	0	0	0	0	-0.597518583	3
Rps15a-ps6	0	1.099675757	0	0	1.207836451	0.991764938	0	0	0	3
Rps3a2	-0.741637887	0.988353795	0	0	0	0	0	0	-1.157770492	3
Rsu1	0	-1.298381035	-1.241268027	1.542332758	0	0	0	0	0	3
Rtl8c	0	-2.09909773	-2.014807522	3.045607295	0	0	0	0	0	3
Rtn3	0	-0.946727983	-0.703636589	1.035311486	0	0	0	0	0	3
Rtn4ip1	0	-1.416117986	-1.288338926	2.046461234	0	0	0	0	0	3
Rtn4r	0	-1.974464099	-1.569188295	2.833757856	0	0	0	0	0	3
Rusc2	0	1.522238818	0	-0.957951714	0	0	0	0	0.890607543	3
S100a1	0	-0.919962058	-1.674819289	2.478725809	0	0	0	0	0	3
Saa3	0	0	0	-4.494327128	0	-3.854781869	0	0	-2.521475091	3
Samd14	0	-2.700098415	-2.206881728	2.843844764	0	0	0	0	0	3
Sapcd1	0	1.439928816	0.95657788	-0.830717109	0	0	0	0	0	3
Sbf2	0	0.625743725	0	-1.090493068	0	0	0	-0.692813377	0	3
Scamp1	0	-1.258250855	-1.008722845	2.09772605	0	0	0	0	0	3
Scamp5	0	-1.125676317	-1.403830482	2.389277743	0	0	0	0	0	3
Scaper	0	0.728663848	0	-0.977600822	0	0	0	0	0.598440203	3
Scrn2	0	0.965057885	0.613012949	0	0	0	0	0	-1.112097187	3
Sdcbp2	0	-0.808395277	0	0.749000107	0	0	0	0	-0.817110705	3
Sdf2l1	0.636645764	1.177062381	0	0	0	0	0	0	-1.014919295	3
Sec14l5	0	-3.102209008	-2.175363685	3.225679375	0	0	0	0	0	3
Sec16b	0	0.788132124	0.718709384	-0.990135828	0	0	0	0	0	3
Sema6d	0	-2.483978159	-1.515904169	2.823039416	0	0	0	0	0	3
Serpinb6b	1.008635728	-1.111192919	0	1.062090565	0	0	0	0	0	3
Serpinb9	0.799121434	-1.216569062	0	0.962579159	0	0	0	0	0	3
Serpinb9b	0.990662396	-0.687495718	0	0	0	0	0	0	-0.972374689	3
Serpine2	0	-1.28051547	-1.134322127	2.700875518	0	0	0	0	0	3
Sez6l2	0	-0.862960992	-0.800430583	1.44857438	0	0	0	0	0	3
Sgce	0	-2.0012325	-1.842743648	2.460610184	0	0	0	0	0	3
Sh3bgrl2	0	-2.523798991	-1.524657894	2.981509329	0	0	0	0	0	3
Sh3pxd2b	0	0.698885162	1.038570809	0	0	0	0.804346409	0	0	3
Siglecg	0	1.130116969	0.625198996	-1.136343916	0	0	0	0	0	3
Sirpb1b	0	-0.889812867	-0.912213907	0	0	0	0	0.633643479	0	3
Skap2	0	-1.16414699	-1.022803425	1.141639276	0	0	0	0	0	3
Slamf1	0	-2.43756435	-1.806505718	2.184503072	0	0	0	0	0	3
Slc14a2	0	-2.417619834	-1.668557829	2.30149752	0	0	0	0	0	3
Slc16a12	0	-3.259104415	-1.981571092	3.13767857	0	0	0	0	0	3
Slc18a2	0	-1.841267277	-0.959440506	2.909583018	0	0	0	0	0	3
Slc1a4	0	-1.461953574	-1.232457751	1.525351736	0	0	0	0	0	3
Slc22a17	0	1.375289739	0	-1.1119076	0	0	0	0	-1.183788409	3
Slc22a23	0	-1.612538601	-1.372188349	2.740334655	0	0	0	0	0	3
Slc22a3	0	-2.348654228	-1.874580339	1.808236253	0	0	0	0	0	3
Slc24a3	0	-3.499249082	-2.487359106	2.904585413	0	0	0	0	0	3
Slc27a2	0	-3.013018438	-2.507455909	2.829845939	0	0	0	0	0	3
Slc27a3	0	1.192659652	0	-0.640069673	0	0	0	0	-0.689182943	3
Slc2a3	0	-2.392383309	-1.494699546	1.945115656	0	0	0	0	0	3
Slc39a4	0	-0.653320317	-0.785212447	1.826896446	0	0	0	0	0	3
Slc40a1	0	-1.265719866	-0.978203477	-1.159366198	0	0	0	0	0	3
Slc44a1	0	-1.651366153	-1.065887336	2.27252446	0	0	0	0	0	3
Slc6a19	0	-1.062554225	0	-0.916671698	0	0	0	0	-0.81000491	3
Slc6a4	0	-3.374348878	-2.335486628	2.744399195	0	0	0	0	0	3
Slco4c1	0	-1.762801016	-1.656464342	-1.647953304	0	0	0	0	0	3
Slmap	0	-0.971729586	-0.608183304	0.862863511	0	0	0	0	0	3
Smim26	0	1.098318437	0.593702396	0	0	0	0	0.778661341	0	3
Smim27	0	1.10591745	0	0.59726484	0	0	0	0.915313467	0	3
Smim3	0	-2.353245799	-2.011748573	2.245424405	0	0	0	0	0	3
Smim4	0	0	-0.915661473	0.620629725	0	0	0	0.664400591	0	3
Smtn	0	-2.652963541	-2.253934466	2.487095672	0	0	0	0	0	3
Snap23	0	-1.686290491	-1.084452882	1.888389213	0	0	0	0	0	3
Snrpg	0	1.26680468	0	0	0	0	0	0.719234497	-0.677892381	3
Socs1	0	0.783351102	0	-0.589577944	0	0	0	0	-0.896720645	3
Sorbs1	0	0	0	0	-0.63403131	0	0	-0.7639319	0.726407409	3
Sorbs3	0	1.204522081	0	-2.035962367	0	0	0	-1.335706232	0	3
Sord	0	-1.911945436	-1.504623554	2.161906549	0	0	0	0	0	3
Specc1	0	-0.920700756	0	1.127271241	0	0	0	0	0.594417589	3
Spry1	0	-1.417876023	-0.955850603	1.371836673	0	0	0	0	0	3
Spry2	0	-0.777516432	-0.627251334	0	0	0	0	0	-0.654433984	3
Src	0	-2.059602113	-1.468910344	2.546718837	0	0	0	0	0	3
Srgn	0	-0.856910034	-0.790518227	0.634261303	0	0	0	0	0	3
Srxn1	0	-2.508512261	-1.956145103	2.747184834	0	0	0	0	0	3
Sspn	0	0.836574757	0.791815863	-1.360092626	0	0	0	0	0	3
Ssx2ip	0	-2.065822165	-1.509497712	2.360539529	0	0	0	0	0	3
Stard10	0	-0.831652792	-1.121055388	1.784863131	0	0	0	0	0	3
Stau2	0	-1.043354506	-0.790958177	1.097675941	0	0	0	0	0	3
Stk3	0	-0.902102582	-0.617849314	0.919444142	0	0	0	0	0	3
Stom	0	-1.202237059	-0.713938109	1.586784623	0	0	0	0	0	3
Stoml1	0	1.104062193	0.618250962	-0.592411767	0	0	0	0	0	3
Ston2	0	-2.418383584	-1.583881504	2.683714838	0	0	0	0	0	3
Stpg1	0	-1.301016382	0	1.535150586	0	0	0	0	-1.004746563	3
Stradb	0	-1.228113744	-0.800632604	1.826194192	0	0	0	0	0	3
Stx11	0	-2.700800096	-1.697311454	2.203747094	0	0	0	0	0	3
Styk1	0.598981898	-0.719237686	0	1.116345154	0	0	0	0	0	3
Sycp2	0	-1.257791922	-1.399106927	-1.70688301	0	0	0	0	0	3
Syne1	0	-1.652657253	-0.894514614	0.992943573	0	0	0	0	0	3
Syt13	0	-2.095560773	-2.081695374	2.687836103	0	0	0	0	0	3
Sytl3	0.791082283	-0.728210573	0	0.76951962	0	0	0	0	0	3
Sytl4	0	-3.850567892	-2.480714393	3.151469268	0	0	0	0	0	3
Tal1	0	-2.442752599	-1.703959225	2.736841761	0	0	0	0	0	3
Taldo1	0	-0.663864171	-0.666219296	0.875497922	0	0	0	0	0	3
Tbc1d31	0	-0.611927495	-0.604501743	1.131298387	0	0	0	0	0	3
Tbx21	0.907717213	-0.724637632	0	0	0	0	0	0	-0.707256491	3
Tbxas1	0	-0.992147356	-1.173563957	1.847376165	0	0	0	0	0	3
Tcp11l1	0	-1.171902434	-0.978740476	2.148165014	0	0	0	0	0	3
Tesc	0	-1.309804328	-1.534743645	2.011417057	0	0	0	0	0	3
Tgfb1i1	0	-2.229595823	-1.915703868	2.210185103	0	0	0	0	0	3
Tgfb2	0	2.365482097	0	-4.018322881	0	0	0	0	-1.840512808	3
Thbs3	0	1.46210714	0	0	0	0	0	-1.511224996	-1.071978331	3
Thsd4	0	-1.665922105	-1.558547639	2.044446349	0	0	0	0	0	3
Tie1	0	-1.971203147	-1.837174724	1.639223565	0	0	0	0	0	3
Tigd4	0	-2.453399431	-1.170303139	2.164502687	0	0	0	0	0	3
Tigit	0.959768193	-1.061217178	0	0.995101629	0	0	0	0	0	3
Timd4	0	0	0	-4.529998495	0	-2.729972282	0	0	-2.392148805	3
Timp2	0	1.355393053	0	-1.137989615	0	0	0	0	-1.185572062	3
Tjp2	0	-1.240370474	-1.010201636	1.837514124	0	0	0	0	0	3
Tlr12	0	-1.030896064	-0.856933569	0.787764405	0	0	0	0	0	3
Tm4sf1	0	-1.183987179	-1.331408534	2.352879451	0	0	0	0	0	3
Tm4sf19	0	-2.895041246	-1.553411448	3.530854617	0	0	0	0	0	3
Tm7sf3	0	-0.798315045	-0.788618351	1.288124048	0	0	0	0	0	3
Tmc1	0	-1.133211541	-1.416826673	2.291089662	0	0	0	0	0	3
Tmem140	0	-1.34060362	-0.814795739	1.969776549	0	0	0	0	0	3
Tmem14a	0	-1.029014376	-1.298597518	1.390321389	0	0	0	0	0	3
Tmem246	0	-1.092925083	-1.607639172	2.588533345	0	0	0	0	0	3
Tmem40	0	-2.589993196	-2.73626663	2.712664551	0	0	0	0	0	3
Tnfsf14	0	-1.333683863	-1.462708589	1.013631859	0	0	0	0	0	3
Tnik	0	-1.911117925	-1.109738154	2.228942204	0	0	0	0	0	3
Tnnt1	0	-1.172885805	-1.731655689	1.691669505	0	0	0	0	0	3
Tollip	0	-0.935116426	-0.791179887	1.289002303	0	0	0	0	0	3
Tom1l1	0	-1.618874213	-1.026207772	2.614674024	0	0	0	0	0	3
Tpcn1	0	-0.723897106	0	0.756455246	0	0	0	0	0.756768905	3
Tpm2	0	-1.864412044	-2.164638579	2.317008936	0	0	0	0	0	3
Tpm4	0	-1.422964538	-1.044427413	1.408799124	0	0	0	0	0	3
Trappc2	0	-1.1506804	-1.042805711	1.591823648	0	0	0	0	0	3
Trappc9	0	-0.655589734	-0.775864318	1.413077591	0	0	0	0	0	3
Trbv13-2	0	-0.98792885	0	0.71248276	0	0	0	0	-1.35620429	3
Trdc	0	-0.725590168	0	1.10202444	0	0	0	0	-0.730929372	3
Trem2	0	0	-0.946738045	0.689450026	0	0	0	0.749039369	0	3
Treml1	0	-3.250247986	-2.948942071	2.62704127	0	0	0	0	0	3
Treml2	0	-2.156341569	-1.48557153	1.267115077	0	0	0	0	0	3
Trgv2	0	-1.36885744	0	1.077102589	0	0	0	0	-1.249489638	3
Trim30c	0	0.788448707	0.647750326	-0.688158297	0	0	0	0	0	3
Trim46	0	0.795222147	0	-0.684667515	0	0	0	-0.800328328	0	3
Trim59	0	-0.912939235	0	0	0	0	0	0.698157905	0.848210327	3
Trim9	0	-2.152230866	-1.567685355	2.233948032	0	0	0	0	0	3
Triqk	0	-2.492588305	-1.790376398	3.739586903	0	0	0	0	0	3
Trove2	0	-1.871304579	-1.051927295	2.722819165	0	0	0	0	0	3
Trpc1	0	-3.079405439	-2.177668499	2.776552974	0	0	0	0	0	3
Trpc6	0	-3.724758932	-2.334108767	3.379986896	0	0	0	0	0	3
Tsc22d1	0	-3.2108399	-2.178328292	2.510293959	0	0	0	0	0	3
Tspan12	0	-1.272186841	-1.091848358	1.956987504	0	0	0	0	0	3
Tspan17	0	-1.119418184	-1.375012652	2.713715561	0	0	0	0	0	3
Tspan18	0	-3.211736698	-1.548198525	2.742753523	0	0	0	0	0	3
Tspan2	0	-1.6551105	-1.337941807	2.268371511	0	0	0	0	0	3
Tspan2os	0	-1.293242155	-1.635481285	2.424498907	0	0	0	0	0	3
Tspan9	0	-2.607237429	-1.95239938	2.550862426	0	0	0	0	0	3
Tspo	0	0	-0.76522095	1.282141508	0	0	0	0.639580487	0	3
Ttc16	0	-2.031596453	-1.492176988	2.816111999	0	0	0	0	0	3
Ttc28	0	-0.862128594	-0.645588661	1.550471603	0	0	0	0	0	3
Ttll1	0	-1.652216495	-1.56284279	2.025106549	0	0	0	0	0	3
Ttll11	0	-2.495202661	-2.179800554	2.854531912	0	0	0	0	0	3
Ttll7	0	-1.875819174	-1.473477274	2.672030429	0	0	0	0	0	3
Tuba4a	0	-0.640670669	-0.844237311	0.880439063	0	0	0	0	0	3
Tuba8	0	-2.406048602	-2.118386701	2.704844325	0	0	0	0	0	3
Tubb1	0	-4.504444991	-2.412110633	3.0767716	0	0	0	0	0	3
Tubb2a	0	-1.425578096	-1.278667058	2.653627477	0	0	0	0	0	3
Twf1	0	-1.1531989	-0.867540279	1.151228418	0	0	0	0	0	3
Txlnb	0	-1.773773816	-1.000923075	2.046854623	0	0	0	0	0	3
Ubap1	0	-1.039704001	-0.939759308	1.464802335	0	0	0	0	0	3
Ubash3b	0	-1.001493234	-0.974075649	1.714294088	0	0	0	0	0	3
Ufsp1	0	-1.773202612	-1.836358632	2.703219974	0	0	0	0	0	3
Usp46	0	-1.120967552	-0.898539668	1.36214361	0	0	0	0	0	3
Usp54	0	-1.482828769	-0.75055406	1.452170846	0	0	0	0	0	3
Vcl	0	-2.265565759	-1.03741446	1.140817797	0	0	0	0	0	3
Vegfa	0	-1.062172645	-1.128396353	-0.992590353	0	0	0	0	0	3
Vwf	0	-3.344214401	-1.954296575	2.624803807	0	0	0	0	0	3
Wdr13	0	-1.08716345	-0.816173944	1.497899237	0	0	0	0	0	3
Wdr25	0	0.912270575	0.700056352	-0.665045377	0	0	0	0	0	3
Wdr89	0	0.867439928	0	0.697279724	0.841862888	0	0	0	0	3
Wnt2	0	2.660591316	0	-3.969607948	0	0	0	0	-1.824443165	3
Wwtr1	0	-1.602198074	-1.757957951	2.807242929	0	0	0	0	0	3
Xcl1	0	-0.940133301	-1.140683754	0	0	0	0	0	-1.155847157	3
Xcr1	1.345142567	-1.065964354	0	0	0	0	0	1.346600682	0	3
Xk	0	-0.881766863	0	1.082501212	0	0	0	0	0.627737519	3
Xkr6	0	-1.559662328	-1.018097794	2.268888366	0	0	0	0	0	3
Xpnpep1	0	-0.892600642	-0.725625291	0.650364357	0	0	0	0	0	3
Yaf2	0	-1.494600972	-1.304763986	1.745933641	0	0	0	0	0	3
Yap1	0	-2.91547196	-2.072227701	3.418659297	0	0	0	0	0	3
Ywhah	0	-1.864166713	-1.300251268	2.192044613	0	0	0	0	0	3
Zbtb32	0	2.012398929	0	-1.189871104	0	0	0	0	-1.018289001	3
Zdhhc1	0	1.25925102	0.615946511	0	0	0	0	-0.816255339	0	3
Zeb2os	0	-0.853014882	-0.927646279	1.355948704	0	0	0	0	0	3
Zfand3	0	-1.402143898	-1.259397865	1.595788004	0	0	0	0	0	3
Zfand4	0	-1.888871053	-1.575557182	1.624081381	0	0	0	0	0	3
Zfp202	0	0.711340836	0.827179059	-0.786265501	0	0	0	0	0	3
Zfp652os	0	-1.498403046	-1.948724304	2.834704967	0	0	0	0	0	3
Zfp664	0	-1.29375428	-0.753623308	1.758595956	0	0	0	0	0	3
Zfp683	2.519613092	-1.798180299	0	0	0	0	0	0	-1.840975234	3
Zfp811	0	2.202564168	0	0	0	0	0	-1.875174242	-2.293149814	3
Zkscan8	0	-0.606300635	0	-0.642339753	0	0	-0.617573499	0	0	3
Zranb3	0	-1.269829701	-0.783229468	1.382751364	0	0	0	0	0	3
Zwint	0	-1.003890938	-0.857046094	1.417189236	0	0	0	0	0	3
Zyx	0	-1.418471613	-1.326938554	1.062664629	0	0	0	0	0	3
0610009L18Rik	0	0.777484336	0	0.958454779	0	0	0	0	0	2
1500011B03Rik	0	0	-0.67655091	0.869308826	0	0	0	0	0	2
1600010M07Rik	0	0	-0.593970189	0	0	0	0	0.599565532	0	2
1700017B05Rik	0	0.740762732	0	0	0	0	0	-0.841748793	0	2
1700029J07Rik	0	1.371621466	1.318602735	0	0	0	0	0	0	2
1700037H04Rik	0	0	-0.836935298	1.912172961	0	0	0	0	0	2
1700052K11Rik	0	1.336305604	0.935162346	0	0	0	0	0	0	2
1810043G02Rik	0	1.089413318	0.585100823	0	0	0	0	0	0	2
1810046K07Rik	0	1.268378119	0	-1.643611142	0	0	0	0	0	2
2010001A14Rik	0	0.978558215	0	1.071121208	0	0	0	0	0	2
2010007H06Rik	0	0	0	-0.824891538	0	0	0	0	1.195838688	2
2010109I03Rik	0	0	0	-0.991871825	0	0	0	0.942798417	0	2
2200002D01Rik	0	0	-1.16753727	1.451584478	0	0	0	0	0	2
2410022M11Rik	0	0	0	0.647524639	0	0	0	1.25944305	0	2
2610005L07Rik	0	-0.798108474	0	0.691890915	0	0	0	0	0	2
2610021A01Rik	0	-0.720879983	0	-0.839157187	0	0	0	0	0	2
2610318N02Rik	0	1.335624927	0	0	0	0	0	0	-1.604319191	2
2700038G22Rik	0	0.898322872	0	-0.736722585	0	0	0	0	0	2
2700046A07Rik	0	-1.800579518	0	2.051758556	0	0	0	0	0	2
3830408C21Rik	0	-0.819385181	0	2.02090921	0	0	0	0	0	2
4831440E17Rik	0	-0.804655153	0	2.057444052	0	0	0	0	0	2
4930426L09Rik	0	0	0	1.104406436	0	0	0	0.83129297	0	2
4930455G09Rik	0	2.46584899	1.172356629	0	0	0	0	0	0	2
4930550C14Rik	0	-1.222964302	0	1.833970464	0	0	0	0	0	2
5430401H09Rik	0	-0.899367873	0	2.391036198	0	0	0	0	0	2
5430405H02Rik	0	1.00414654	0	0	0	0	0	0	0.65098229	2
5430430B14Rik	0	0	0	0.900000632	0	0	0	0	0.71486511	2
5830408C22Rik	0	-0.616155362	0	1.866515027	0	0	0	0	0	2
5830432E09Rik	0	0	-0.716234509	1.005906421	0	0	0	0	0	2
6230400D17Rik	0	0.713621629	0.905143866	0	0	0	0	0	0	2
9030407P20Rik	0	0.597293568	0.592386201	0	0	0	0	0	0	2
9130208D14Rik	0	0	1.428258653	0	0	0	0	0	-1.70467293	2
A430093F15Rik	0	0.732071701	0.741863213	0	0	0	0	0	0	2
A530030E21Rik	0	0.964935395	0	0	0	0	0	0	1.444754134	2
A530032D15Rik	0	1.012920724	0	-0.596917697	0	0	0	0	0	2
A530040E14Rik	0	0.807793076	0	-0.65865486	0	0	0	0	0	2
A930024E05Rik	0	0	0	-1.527591507	0	0	0	0	-0.624414777	2
AA467197	0	0	-1.734607942	0	0	0	0	0	-1.196420398	2
Abca1	0	-1.525526696	0	-0.742874265	0	0	0	0	0	2
Abcb7	0	-0.775527974	0	0	0	0	0	0	0.729149533	2
Abcc3	0	0	0	0	0	0	0	-1.023628809	0.868185837	2
Abcc4	0	-0.962898444	0	0.732089326	0	0	0	0	0	2
Abhd14a	0	1.538369422	0.668586973	0	0	0	0	0	0	2
Abi2	0	-1.000438608	0	1.83753666	0	0	0	0	0	2
AC098880.2	0	-1.042506271	0	-1.656074103	0	0	0	0	0	2
AC102496.1	0	-1.213232699	0	0	0	0	0	0	0.760049883	2
AC122253.2	0	-1.009983075	-0.880323369	0	0	0	0	0	0	2
AC140186.1	0	0	0	0.639376894	0	0	0	0.752080998	0	2
Acot7	0	0	-1.018954298	1.672305345	0	0	0	0	0	2
Acsf3	0	0.787959723	0.716714932	0	0	0	0	0	0	2
Acta2	0	-0.965957192	-1.245235953	0	0	0	0	0	0	2
Adam10	0	-0.689259978	0	0	0	0	0	0	0.631140106	2
Adam9	0	-1.26669066	0	1.210465647	0	0	0	0	0	2
Adap2	0	0	0	-0.947314441	0	0	0	0	1.221291123	2
Adgrg3	0	-0.80583139	-0.941108665	0	0	0	0	0	0	2
