	Aylor_TCDD_Male_adult	Bartolomei_BPA10mg_Male_adult	Bartolomei_BPA10ug_Male_adult	Biswal_PM2.5_Male_adult	Dolinoy_Pb_Male_adult	Dolinoy_DEHP_Male_adult	Mutlu_PM2.5_Male_adult	Zhibin_As_Male_adult	Walker_TBT_Male_adt	num
Ace2	0	0	0	0	0	0	-2.624304043	0	1.54234962	2
Acmsd	0	0	0	-1.949280581	0	0	-1.377898671	0	0	2
Acot2	0	0	0	0	-0.598464685	0	0	-0.598218575	0	2
Acot7	0	0	0	-0.931477904	0	0	0	0	-0.937338299	2
Acp1	0	0	0	-0.693347921	0	0	-0.751154817	0	0	2
Acp2	0	0.78160709	0	0	0	0	-0.714042233	0	0	2
Acpp	0	0	0	0.605263133	0	0	-0.997458904	0	0	2
Acsf2	0	0	0	0	0	0	0.78505735	0	0.676925773	2
Acsl1	0	0	0	-0.843630922	0	0	-0.980015646	0	0	2
Actr2	0	0.590257165	0	0.924981964	0	0	0	0	0	2
Acvr1	0	0	0	0.938578871	0	0	0	0.962202873	0	2
Acvr2a	0	0	0	1.167533385	-0.703764383	0	0	0	0	2
Ada	0	0	0	0	0	0	-0.72264059	0	1.158467248	2
Adam15	0	0	0	0.756035188	0	0	0	0	-1.114335567	2
Adamts10	0	0	-0.729383166	0	0	0	0	0.661164197	0	2
Adamtsl4	0	0	0	0.7286089	0	0	0	0	-1.630473103	2
Adcy6	0	-0.828039607	0	-0.836272847	0	0	0	0	0	2
Adgre1	0	0	0	0.895066855	0	0	0	0	-0.875975263	2
Adgrg3	0	0	0	0	0	0	-0.79353275	0	-1.107800749	2
Adipor1	0	0	-0.670231234	-0.732885456	0	0	0	0	0	2
Agap1	0	0	0	0.96141828	0	0	-0.922554787	0	0	2
Ager	0	0	0	-0.769119122	0	0	0	1.013609719	0	2
Agpat1	0	0	0	-0.629388639	0	0	0	0	-0.913428612	2
Agrn	0	0	0	0.732738616	0	0	-0.884979766	0	0	2
Ahnak	0	0	0	0.981588022	0	0	0	0	-0.817998098	2
Ahr	0	0	0	1.579798345	0	0	0	0	-1.038741786	2
Ahsg	0	0	0	-1.598590635	0	0	0	1.864718145	0	2
AI463229	0	0	0	-0.91846228	0	0	0	0	-1.471486305	2
AI847159	0	0	0	-0.719007036	0	0	0	0.799994441	0	2
Aicda	0	0	0	-1.400217464	0	0	0	0	-1.773988462	2
Ak8	0	0	0	0	0	0	1.208135484	-1.156829085	0	2
Akap7	0	0	0	-0.778975684	0	0	-0.655771237	0	0	2
Akr1e1	0	0.798112855	0	0	0	0	0	0	0.729567559	2
Alb	0	0	0	-3.678069133	0	0	0	1.31883058	0	2
Aldh1b1	0	0	0	0.610700671	0	0	-1.120872043	0	0	2
Aldh1l1	0	0	0	-1.332900253	0	0	-0.763449758	0	0	2
Aldh6a1	0	0	0	0.928256021	0	0	0	0	1.048096106	2
Aldob	0	0	0	0	0	0	-3.081287481	1.111819503	0	2
Alkbh7	0	0	0	-0.633002028	0	0	0	-0.955473608	0	2
Alox15	0	0	0	0	0	0	0	1.916357142	-2.478748313	2
Als2cl	0	0	0	0.707057426	0	0	0	0.638622351	0	2
Amotl2	0	0	0	0.802725517	0	0	-1.029910226	0	0	2
Ang	0	1.261398352	0	0.868063253	0	0	0	0	0	2
Angpt1	0	0	0.836220624	0	0	0	0	0	-1.26726779	2
Ank1	0	0	0	-2.061126278	0	0	-1.87074025	0	0	2
Ankrd35	0	0	0	-1.113173079	0	0	0	0	-1.140075935	2
Antxr2	0	0	0	0.953728711	0	0	-0.669945981	0	0	2
Anxa2	0	0	0	0.689645768	0	0	0	0	-0.975028519	2
Aoah	0	0.606661235	0	0.863802205	0	0	0	0	0	2
Apba1	0	0	0	0.910771086	0	0	0	0	-1.169627191	2
Apbb2	0	0	0	-1.287005533	0	0	0	0	-1.140409489	2
Aph1c	0	0	0	0.851936497	0	0	0	0	-0.736968456	2
Apoa4	0	0	0	0	0	0	-3.272186815	2.060854081	0	2
Apob	0	0	0	0	0	0	-2.665860321	1.050920006	0	2
Apobr	0	0	0	0.644541299	0	0	0	0	-1.29734059	2
Apoe	0	0.75937629	0	1.640493185	0	0	0	0	0	2
Apol11b	0	0	0	-1.683169012	0	0	-1.585424262	0	0	2
Apold1	0	0	0	-1.686474317	0	0	0	0	-0.793025979	2
Aqp9	0	0	0	-0.677413322	0	0	-1.151592428	0	0	2
Arhgap10	0	0	0	-0.649570564	0	0	0	0	-0.883400884	2
Arhgap18	0	0	0.635781563	0	0	0	0	0	-0.975887539	2
Arhgap23	0	0	0	-0.856400426	0	0	0	0	-0.70920657	2
Arhgap27os3	0	0	0	0	0	0	0	0.599112394	0.772775306	2
Arhgap28	0	0	0	-0.901157851	0	0	0	0	-1.459825699	2
Arhgap4	0	0	-0.681973323	0	0	0	0	0.643648847	0	2
Arhgef10l	0	0.6479627	0	0	0	0	0	0	-0.70906975	2
Arhgef17	0	0	0	-1.232035475	0	0	0	0	-1.582517282	2
Arhgef28	0	0	0	-1.322247252	0	0	0	0	-1.546369118	2
Arhgef5	0	0	0	0	0	0	-1.125593754	0.988787206	0	2
Arl10	0	0	0	0.815191378	0	0	0	0.663518721	0	2
Armcx6	0	0	0	-0.863809844	0.722325753	0	0	0	0	2
Arrb1	0	-0.618615801	0	0	0	0	0	0	-0.877704678	2
Asb1	0	-0.619504513	0	-0.710485085	0	0	0	0	0	2
Asnsd1	0	0	0	-1.042649166	0	0	0	-0.734482952	0	2
Asprv1	0	0	0	0	0	0	-0.840760001	0	-1.546276271	2
Atg4c	0	0.839274963	0	0.855017859	0	0	0	0	0	2
Atg9a	0	-0.723998184	0	0	-0.719009562	0	0	0	0	2
Atp1a1	0	0	0	0.687913195	0	0	0	0	-0.674801778	2
Atp1b1	0	0	0	0	0	0	-0.688732905	0	0.585919249	2
Atp5l	0	0	0	0	0	0	0	-0.762121886	0.708589563	2
Atp7a	0	0	0	1.444639495	0	0	-0.966996069	0	0	2
Atp8b4	0	0	0	0.92248716	0	0	-0.924352214	0	0	2
Atrn	0	-0.811445852	0	0	0	0	-0.696878827	0	0	2
AU041133	0	0	0	0.662875078	0	0	0	0	0.818675825	2
AW112010	0	0.718037292	0	0	0	0	0	-0.674618337	0	2
B130055M24Rik	0	0	0	1.244885292	0	0	0	0.722420389	0	2
B3glct	0	0.674365656	0	0.672823005	0	0	0	0	0	2
Baiap2l1	0	0	0	0	0	0	-1.593476986	1.075063469	0	2
Bank1	0	0	0	0	0	0	0.847447173	0	0.614027516	2
Basp1	0	0	0	0	0	0	0	-0.667370004	-1.073663191	2
BC065397	0	0	0	0	0	0	0	0.838417548	0.650133433	2
Bc1	0	1.656502577	0	-1.761375511	0	0	0	0	0	2
Bcas3os1	0	0	0	-0.798324875	0	0	0	0	-0.930614824	2
Bcl11a	0	0	0	0	0	0	0.785593206	0	0.728148363	2
Bcl2a1a	0	1.060318749	0	-0.633385868	0	0	0	0	0	2
Bcr	0	0	0	-0.833680423	0	0	0	0	-1.001629211	2
Bicd2	0	0	0	-0.595001516	0	0	0	0	-1.175082782	2
Birc5	0	0	0	-1.518822742	0	0	-1.121073977	0	0	2
Bmp2	0	0	0	-1.030997513	0	0	0	0	-1.299900979	2
Bmpr2	0	0	0	1.245877675	0	0	-0.595771305	0	0	2
Bnip3l-ps	0	0	0	-0.989272327	-0.906378194	0	0	0	0	2
Bod1l	0	0.599042036	0	0	0	0	0	0.654793711	0	2
Borcs5	0	0	0	-0.819139927	0	0	0	0	-0.686157407	2
Bpgm	0	0	0	-0.867040442	0	0	-0.884736685	0	0	2
Bsdc1	0	0	0	-1.015648855	0	0	-0.784885597	0	0	2
Bsg	0	0	-0.588598696	-0.845887262	0	0	0	0	0	2
Btnl10	0	0	0	-2.052729817	0	0	-1.589068268	0	0	2
Bub1b	0	0	0	-0.824769943	0	0	0	0.651935188	0	2
C030034I22Rik	0	0	0	0.625577469	0	0	0	-0.696782169	0	2
C1galt1c1	0	0.785113055	0	0.989477959	0	0	0	0	0	2
C1qb	0	0	0	1.699605968	0	0	0	0	-1.688423131	2
C1qc	0	0	0	0	0	0	0	1.844529746	-2.299154422	2
C3ar1	0	0	0	0.988331598	0	0	0	0	-1.025868494	2
C4b	0	0	0	0	0	0	0	2.329037876	-2.826012135	2
C530050E15Rik	0	0	0	-1.150406848	0	0	0	0	-0.84047105	2
C5ar1	0	0	0	0.669655718	0	0	0	0	-0.897302975	2
C5ar2	-0.962667341	0	0	0	0	0	-0.818716125	0	0	2
Cald1	0	0	0.883968246	0	0	0	0	0	-1.25691808	2
Camk1	0	0	0	-0.916879602	0	0	0	0	-0.690124892	2
Camk2a	0	0	0	-1.209360686	0	0	0.86118569	0	0	2
Caprin2	0	-0.726958375	0	0	0	0	0	0.659084772	0	2
Card10	0	0	-0.5908371	0	0	0	-0.621551431	0	0	2
Card19	0	0	0	-0.716600413	0	0	0	0	-1.018413109	2
Card9	0	0	0	0.622950948	0	0	0	0	-0.920871023	2
Carhsp1	0	0	0	-0.944465376	0	0	-0.896691875	0	0	2
Carm1	0	-0.679799175	0	-0.947562412	0	0	0	0	0	2
Carnmt1	0	0	0	0.830967229	0	0	0	0	0.744781402	2
Casp4	0	0	0	0.721134688	0	0	-0.631576106	0	0	2
Cass4	0	0	0	-0.674092124	0	0	0	0	-1.292454828	2
Cavin1	0	0	0	-1.399770828	0	0	0	0	-1.561304984	2
Cavin3	0	0	0	-1.64616769	0	0	0	0	-1.353179628	2
Cbx2	0	0	0	-0.871602143	0	0	0	0	-0.826405332	2
Ccdc112	0	1.300807874	0	0.663012461	0	0	0	0	0	2
Ccdc126	-0.648377427	0	0	0	0	0	-0.590814245	0	0	2
Ccdc15	0	0	0	1.068255535	0	0	0	0	0.801153091	2
Ccdc180	0	0	0	0	0.615068896	0	0	-0.770733112	0	2
Ccdc85c	0	0	0	-1.555962987	0	0	0	0.688739935	0	2
Ccdc92	0	0	0	-0.955499306	0	0	0	0	-1.600497102	2
Ccdc92b	-1.476108679	0	0	-1.72304023	0	0	0	0	0	2
Ccl25	0	0	0	0.753504462	0	0	-1.073953432	0	0	2
Ccl6	0	0.791439613	0	1.227851097	0	0	0	0	0	2
Ccl9	0	0	0	1.524160391	0	0	0	0	-0.668774873	2
Ccna2	0	0	0	-1.336855012	0	0	-1.186051046	0	0	2
Ccnb2	0	0	0	-1.470135863	0	0	-1.017983869	0	0	2
Ccnd3	0	0	0	-0.600085748	0	0	0	0	-0.76638275	2
Ccr1	0	0	0	0.945138535	0	0	-1.29277802	0	0	2
Ccr2	0	0	0	2.595833326	0	0	0	0	-0.994465518	2
Cd101	-1.390301054	0	0	0.616138209	0	0	0	0	0	2
Cd163l1	0	-1.171223025	0	-1.032237486	0	0	0	0	0	2
Cd177	0	0	0	1.482964804	0	0	0	0	-1.240822156	2
Cd209d	1.157869164	0	0	0	0	0	0	0	1.541453065	2
Cd244a	0	0	0	0.604537922	0	0	-0.796412684	0	0	2
Cd300ld	0	0.832624981	0	0	0	0	-0.68268118	0	0	2
Cd302	0	0.753890703	0	1.045698735	0	0	0	0	0	2
Cd33	0	0	0	1.371577769	0	0	-0.969532517	0	0	2
Cd59b	0	0	0	-0.821174972	0	0	0	0	-0.984268608	2
Cd69	0	0	0	0	0	0	0.644503031	0	0.905554478	2
Cd74	0	0	0	0.725983028	0	0	0.916273966	0	0	2
Cd81	0	0	0	-0.907090576	0	0	0	0	-0.848586743	2
Cdc42ep5	0	0	0	-0.965536406	0	0	0	0	-0.912465236	2
Cdc73	0	0	0	0.812989555	0	0	0	0	0.794787289	2
Cdca8	0	0	0	-1.751402177	0	0	-0.613322101	0	0	2
Cdk5r1	0	0	0	0.780785102	0	0	0	0	-0.945707268	2
Cdkn1a	0	0.623914059	0	0	0	0	0	0	-0.653271915	2
Cdkn1c	0	0	0	-1.297435072	0	0	0	1.158539841	0	2
Cdr2	0	0	0	-1.615913796	0	0	-0.997033344	0	0	2
Cela1	0	0	0	-0.8571713	0	0	0	0	-0.659081351	2
Celsr3	0	0	0	0.629598672	0	0	-0.800592447	0	0	2
Cenpe	0	0	0	-1.069012942	0	0	0	0.780138388	0	2
Cenpf	0	0	0	-1.094161114	0	0.639436664	0	0	0	2
Cep126	0	0	0	-0.938471514	0	0	0	0	-1.533843991	2
Cep85l	0	0	0	1.233107986	0	0	0	0	0.617092672	2
Cep89	0	0	0	-0.67792257	0	0	0	0	0.597475713	2
Cers6	0	0	0	1.028094582	0	0	-0.594975779	0	0	2
Cfap97d2	0	0	0	-1.243212476	0	0	0	0	-0.812469594	2
Cgnl1	0	0	0	0	0	0	0	1.553915314	-1.653846757	2
Chac2	0	0	0	-0.972751699	0	0	0	0	0.595499587	2
Chdh	0	0	0	0	0	0	-1.746971782	0	1.297213991	2
Chm	0	0	0	0.948054084	-0.605586512	0	0	0	0	2
Chst11	0	0	0	0	0	0	-0.591351919	0	-1.069265516	2
Chst12	0	0	0	-0.95060337	0	0	0	0	-1.303034799	2
Chst3	0	-0.736561661	-0.701458855	0	0	0	0	0	0	2
Cir1	0	0	0	-0.621936292	0	0	-0.968037607	0	0	2
Cit	0	0	0	-1.390743457	0	0	-0.725097057	0	0	2
Clec2d	0	0	0	0	0	0	-0.966635047	-1.226587988	0	2
Clec4a2	0	0	0	1.632690262	0	0	0	0	-0.816159382	2
Clec4b1	0	0	0	1.573326046	0	0	0	-1.648115938	0	2
Clec4d	-0.83067455	0	0	0	0	0	0	0	-0.888804162	2
Clec4g	0	0	0	-1.349741987	0	0	0	0	-1.109568425	2
Clic4	0	0	0.586706355	0	0	0	0	0	-1.241924799	2
Clstn1	0	0	0	-0.586572407	0	0	0	0	-0.681806067	2
Cmklr1	0	0	0	1.183110477	0	0	0	0	-1.672051739	2
Cnih3	0	0	0	-0.986021194	0	0	0	0	-1.444569204	2
Cnn2	0	0	0.610836318	0	0	0	0	0	-1.036813676	2
Col4a1	0	0	0	-0.944481674	0	0	0	0	-1.017914397	2
Col4a2	0	0	0	-1.038348127	0	0	0	0	-0.886343354	2
Col5a3	0	0	0	-2.536721591	0	0	0	0	1.506366806	2
Cotl1	0	0	0	0.710203446	0	0	0	0	-0.802695874	2
Cox16	0	0	0	0	0	0	0	-0.780870325	0.652012214	2
Cox7a2	0	0	0	-0.660223858	0	0	0	-0.705068955	0	2
Cox7b	0	0	0	-0.60704252	0	0	0	-0.791549034	0	2
Cplx2	0	0	0	-1.018206224	0	0	0	0	1.000492452	2
Cr2	0	0	0	0.66693743	0	0	0.824434481	0	0	2
Crip1	0	0.647623371	0	0	0	0	0	-0.67112021	0	2
Crtap	0	0	0	-0.918582914	0	0	0	0	-0.880150988	2
Cryl1	0.71520431	0.619399041	0	0	0	0	0	0	0	2
Cryzl2	0	0	0	-1.187871514	0	0	0	0	-1.011034729	2
Csf1	-0.936155045	0	0	0	0	0	-0.87274196	0	0	2
Csf1r	0	0	0	0.822519025	0	0	0	0	-0.875710617	2
Csf2ra	0	0	0	0.631357596	0	0	0	0	-0.744270662	2
Csf3r	0	0	0	0.995579991	0	0	0	0	-0.988792517	2
Csgalnact1	0	0	0	-0.883878879	0	0	0	0	-1.099904288	2
Csrp1	0	0	0	-0.754786458	0	0	0	0	-1.003952952	2
Ctdspl	0	0	0.790427379	0	0	0	0	0	-1.157943503	2
Ctif	0	-1.177156199	0	-1.084017456	0	0	0	0	0	2
Ctnnal1	0	0	0.595126645	-0.973151597	0	0	0	0	0	2
Ctnnbip1	0	0.622475096	0	0	0	0	0	0	-0.885923309	2
Ctse	0	0	0	-1.06457811	0	0	-1.094635691	0	0	2
Ctsf	0	0	0	-2.119866438	0	0	-1.403286665	0	0	2
Ctso	0	0	0	0	0	0	0.95501266	0	0.744675068	2
Ctss	0	0.714891469	0	1.248996416	0	0	0	0	0	2
Cubn	0	0	0	0	0	0	-2.851112469	0	-2.246613418	2
Cuedc1	0	0	0	-1.090322175	0	0	0	0	-0.711024792	2
Cx3cr1	0	0	0	0.653197187	0	0	0	0	-0.673070012	2
Cxcl5	0	0	0	-1.37138682	0	0	0	0	-1.063894925	2
Cxcr1	0	0	0	1.277853994	0	0	-1.332012752	0	0	2
Cxcr2	0	0	0	0	0	0	-1.014546996	0	-1.323089968	2
Cybb	0	0.64952019	0	1.385298643	0	0	0	0	0	2
Cyfip1	0	0	0	0.602323592	0	0	0	0	-0.727739969	2
Cyp2b10	0	0	0	-1.544249194	0	0	0	0	-1.447942561	2
Cyp2d22	0	0	0	0	0	0	0.593215106	0	1.589624339	2
Cyp4x1	0	0	0.993588654	-1.375554966	0	0	0	0	0	2
Cysltr2	0	0	0	-0.7364544	0	0	0	0	-0.754158878	2
D030028A08Rik	0	0	0	1.011506311	0	0	0	0.925308698	0	2
D130040H23Rik	0	0	0	0.863871647	0	0	0	0	0.669317565	2
D130058E05Rik	0	0	0	-0.986335439	0	0	0	0	-1.278279271	2
D330023K18Rik	0	0	0	-0.740289503	0	0	0	-0.6471654	0	2
D930028M14Rik	0	0	0	-0.691488609	0	0	0	-1.462504034	0	2
Dab2ip	0	0	0	0	0	0	-0.611331996	0	-0.600081375	2
Dalrd3	0	-0.601019749	-0.708844219	0	0	0	0	0	0	2
Dapk1	0	0	0	0	0	0	0	0.754296128	-1.710425703	2
Dapk2	0	0	0	-1.524782027	0	0	-0.930284197	0	0	2
Dbp	0	0	0	-0.889008376	0	0	0.673449561	0	0	2
Dcaf12	0	0	0	-1.037747979	0	0	-0.665867956	0	0	2
Dcaf17	0	0	0	0.688870277	0	0	0	0	0.675056622	2
Dcaf6	0	0	0	-1.015748206	0	0	-1.206290738	0	0	2
Ddt	0	0	0	-0.945523655	0	0	0	0	0.737016581	2
Ddx60	0	0	0	1.131021231	0	0	-0.811900824	0	0	2
Dennd2c	0	-0.831525028	0	-0.763370144	0	0	0	0	0	2
Depdc1b	0	0	0	-1.030219776	0	0	-0.637796276	0	0	2
Dgat2	0	0	0	0.69593001	0	0	-1.36322716	0	0	2
Dhcr24	0	0	0	-0.679508385	0	0	0	0	-1.258125027	2
Dhdh	0	0.783934976	0	1.063253565	0	0	0	0	0	2
Dhrs3	0	0	0	-0.616710721	0	0	0	0	-1.111570725	2
Diaph3	0	0	0	-1.143633999	0	0	-0.850674958	0	0	2
Dio1	0	0	0	-1.562347587	0	0	0	0.959137272	0	2
Diras2	0	0	0	-1.178675785	0	0	0	0	-0.832129326	2
Dlg2	0	0	0.960439931	0	0	0	0	0	-0.827973814	2
Dmac1	0	0	0	-0.597657299	0	0	0	-0.703515521	0	2
Dmtn	0	0	0	-2.484695219	0	0	-1.1918461	0	0	2
Dmwd	0	0	0	-1.094120948	0	0	0	0	-0.671852528	2
Dmxl2	0	0	0	1.518821702	0	0	-1.278984296	0	0	2
Dnaaf2	0	0	0	-1.166933358	0	0	0	-0.950446618	0	2
Dnah2	0	0	0	1.027971972	0	0	0.92542209	0	0	2
Dnaja4	0	0	0	-1.67850015	0	0	-1.208940877	0	0	2
Dnajb9	0	0	0	0.660930924	0	0	0	-0.596478445	0	2
Dnajc12	0	0	0	0.86904977	0	0	0	-0.63772631	0	2
Dnase1l2	-0.609718624	0	0	0	0	0	-0.991417267	0	0	2
Dnase1l3	0	0.649596606	0	-1.288129544	0	0	0	0	0	2
Dram1	0	0	0	0.827824556	0	0	0	0	-0.662850411	2
Draxin	0	0	0	-0.787113917	0	0	0	0	-1.297455137	2
Dstn	0	0	0.778724112	0	0	0	0	0	-0.701299299	2
Dtx4	0	0	0	1.151112136	0	0	0	0	-0.719630374	2
Dusp1	0	0	0	0.791655594	0	0	0	0	-0.922563316	2
Dusp14	0	0	0	-1.445066165	0	0	0	0	-1.403424551	2
Dusp19	0	-0.741338764	0	-0.731301838	0	0	0	0	0	2
Dusp23	0	0	0	-0.982557458	0	0	0	0	-0.941358395	2
Dusp3	0	0	0	-0.641944706	0	0	0	0	-1.075808233	2
Dusp5	0	0.603624636	0	-0.603435307	0	0	0	0	0	2
Dut	0	0	0	-0.956663541	0	0	0	0	-0.718859511	2
Dynlt1a	-0.649909415	0	0	-0.664175567	0	0	0	0	0	2
E030022I16Rik	0	0	0	2.21828562	0	0	0	0	0.913378279	2
E430024I08Rik	0	0	0	1.495677485	0	0	0	0	0.908121318	2
Ebpl	0	0.962577706	0	0	0	0	0	-0.615070489	0	2
Edaradd	0	0	0	0	0	0	0.600500492	0	0.653515569	2
Eef1b2	0	0.846027903	0	0	0	0	0	-0.594059931	0	2
Eepd1	0	0	0	0	0	0	-0.786686744	0	-0.692372684	2
Efemp2	0	0	0	-1.229160784	0	0	0	0	-1.25815608	2
Efhc1	0	0	0	-1.139660916	0	0	0	0	-1.284151094	2
Egr3	0	0	0	0	0	0	0.592940359	0	0.639347593	2
Ehd2	0	-0.760523811	0	-1.092405356	0	0	0	0	0	2
Eif1	0	0	0	0	0	0	0	-0.609464386	0.740235449	2
Eif4a-ps4	0	0	0.691495646	1.115658818	0	0	0	0	0	2
Eif4ebp1	0	0	0	-0.705432521	0	0	0	0	-0.767201086	2
Eif5	0	0	0	0	0	0	-0.837680599	-0.603098501	0	2
Ell2	0	0	0	-0.595575678	0	0	-0.64980606	0	0	2
Elob	0	0	0	-0.66952783	0	0	0	-0.683555327	0	2
Emb	0	0	0	1.137322509	0	0	0	0	-0.693096736	2
Emilin2	0	0	0	1.327658703	0	0	0	0	-1.528312642	2
Enah	0	0	0	-1.123973682	0	0	0	0	-0.952808097	2
Eno1	0	0	0	0.605927259	0	0	0	0	-0.619497312	2
Epas1	0	-1.034483072	0	-1.295447785	0	0	0	0	0	2
Epb41	0	0	0	-0.664850689	0	0	-0.956433176	0	0	2
Epb42	0	0	0	-1.924461868	0	0	-1.862129927	0	0	2
Epha2	0	0	0	0	0	0	-0.916141789	0	-2.012392348	2
Epor	0	0	0	-1.089029319	0	0	0	0	-0.751376308	2
Eps8	0	0	0	0.667848281	0	0	-0.605036993	0	0	2
Ermap	0	0	0	-1.906291637	0	0	-1.249591226	0	0	2
Esam	0	0	0	-1.000031304	0	0	0	0	-1.217948606	2
Esr1	0	0	0	0.869441323	0	0	0.617456548	0	0	2
Etv5	0	0	0	-0.606597855	0	0	0	0	-0.612486157	2
Evi2a	0	0.624997279	0	0.845451108	0	0	0	0	0	2
F11r	0	0	0	-0.929796409	0	0	0	0	-0.849746567	2
F2rl2	0	0	0	-0.831017683	0	0	0	0	-1.538314666	2
F630028O10Rik	0	0	0	0.78163896	0	0.592544955	0	0	0	2
F930017D23Rik	0	0	0	-2.231551136	0	0	-1.533946244	0	0	2
Fabp5	0	0	0	0.876713619	0	0	-0.961111746	0	0	2
Fahd1	0	0	0	0	0	0	-0.667246673	-0.818619472	0	2
Fam102b	0	0	0	0.741563237	0	0	0	0	-0.653689379	2
Fam117a	0	0	0	-1.110920091	0	0	-0.730589922	0	0	2
Fam126b	0	0	0	0.955950617	0	0	0	0	0.645447853	2
Fam129a	0	0	0	0.828155064	0	0	0	0	-0.879692286	2
Fam129b	0	0	0	1.057580961	0	0	0	0	-1.513409271	2
Fam129c	0	0	-0.830616257	-1.299464069	0	0	0	0	0	2
Fam131a	0	0	0	-1.113947843	0	0	0	0	-1.213972248	2
Fam133b	0	0.724128133	0	0	0	0	0	0	0.610946179	2
Fam167a	0	-0.683236052	0	0	0	0	0.738657191	0	0	2
Fam174b	0	0	0	-1.057592015	0	0	0	0	-1.209638758	2
Fam20c	0	0	0	1.089474378	0	0	0	0	-1.453095453	2
Fam210b	0	0	0	-1.390994803	0	0	-0.982115447	0	0	2
Fam213a	0	0	0	-1.18319384	0	0	-1.23583073	0	0	2
Fam220a	0	0	-1.072278656	-1.102109247	0	0	0	0	0	2
Fam222b	0	0	0	-0.734434965	0	0	0	0	-0.844473759	2
Fam57b	0	0	0	-0.854942555	0	0	0	0	-0.837557393	2
Fancd2	0	0	0	0	0	0	-0.922912669	0.73707924	0	2
Fau	0	0	0	0	0	0	0.703346586	-0.892372641	0	2
Fbxl15	0	0	0	-0.639945141	0	0	0	-0.858156297	0	2
Fbxl2	0	0	0	-0.871232417	0	0	0	0	-1.11060399	2
Fbxl5	0	0	0	0.683023305	0	0	-0.591483996	0	0	2
Fbxo33	0	0.676832852	0	0	0	0	-0.590028493	0	0	2
Fbxo44	0	-0.79366208	0	-0.920332204	0	0	0	0	0	2
Fbxo9	0	0	0	-1.174073236	0	0	-0.701573935	0	0	2
Fcer1a	0	0	0	0	0	0	0	-1.680358369	1.506552724	2
Fcer1g	0	0.720030456	0	0	0	0	0	0	-1.045919302	2
Fcgr1	0	0	0	1.661308429	0	0	0	0	-1.281512561	2
Fcgr3	0	0	0	0.59967436	0	0	0	0	-0.690905876	2
Fchsd2	0	0	0	0	0	0	0.855387468	0	0.856213314	2
Fech	0	0	0	-1.360380389	0	0	-1.09024111	0	0	2
Fes	0	0	0	0.60488202	0	0	0	0	-0.810671221	2
Fgb	0	0	0	-1.765886587	0	0	0	2.804558059	0	2
Fgd4	0	0	0	1.307562399	0	0	-0.862708872	0	0	2
Fgfr1	0	0	0	0	0	0	0	1.82256498	-1.556875767	2
Fhdc1	0	0	0	-1.402631191	0	0	-0.92587082	0	0	2
Fhl3	0	0	0	-1.155966777	0	0	0	0	-0.779697225	2
Fis1	0	0	-0.589788764	-0.868368242	0	0	0	0	0	2
Fitm2	0	0	0	0	0	0	0.649335271	-0.593626272	0	2
Flna	0	0	0.783007079	0	0	0	0	0	-0.948493335	2
Flnb	0	0	0	0	0	0	0	0.9384804	-0.808095877	2
Flot2	0.840829051	0	0	0	0	0	0	0	-0.916659135	2
Fmc1	0	0	0	0	0	0	0	-0.740240709	0.647556252	2
Fn1	0	0	0	2.632535394	0	0	0	0	-1.589019617	2
Fndc3b	0	0	0	1.554146056	0	0	0	0	-0.969593274	2
Fos	0	0	0	0.855633478	0	0	0	0	-1.068994829	2
Fpr1	0	0	0	0	0	0	-1.006597514	0	-1.127982392	2
Fpr2	0	0.851079515	0	1.091452014	0	0	0	0	0	2
Frmd5	0	-0.956087373	0	-1.303944369	0	0	0	0	0	2
Fuom	0	0.849385472	0	0.658635683	0	0	0	0	0	2
Fus	0	0	0	0.621409649	0	0	0	0	0.763121423	2
Fyco1	0	-0.645131328	0	0	0	0	0	0.766216935	0	2
Fzd7	0	0	0	0.766407866	0	0	0	0	-0.83083623	2
Fzr1	0	0	0	-1.031310627	0	0	-0.603716592	0	0	2
G6pc3	0	0	0	-0.78162105	0	0	0	0	-0.638266448	2
Galc	0	0	0	1.305330161	0	0	-0.615829563	0	0	2
Galm	0	0	0	0.730248877	0	0	-0.693728716	0	0	2
Galnt2	0	-1.118840827	0	-0.963304155	0	0	0	0	0	2
Galnt3	0	0	0	1.256887673	0	0	0	0	-1.253014051	2
Galnt9	0	0	0	0.784646698	0	0	0	0	-0.822662276	2
Gamt	0	0	0	0.755712214	0	0	0	-0.969879975	0	2
Gas2	0	0	0	0.994932663	0	0	0	0.75682827	0	2
Gas7	0	0	0	1.055915693	0	0	0	0	-0.805242744	2
Gchfr	0	0	0	-0.680369096	0	0	0	0	-0.680807287	2
Gfi1b	0	0	0	-1.511132326	0	0	0	0	-1.006761185	2
Gfod1	0	0	0	-0.701404084	0	0	-0.83155944	0	0	2
Ggn	0	0	0	-1.007571184	0	0	0	0	-1.17740114	2
Gh	0	0	0	-1.581146883	0	0	0.995222943	0	0	2
Ghitm	0	0	0	-0.684978702	0	0	-0.711996213	0	0	2
Gipc1	0	0	0	-0.902834954	0	0	0	0	-0.885292876	2
Gipc2	0	0	0.913645868	-1.381223646	0	0	0	0	0	2
Gla	0	0	0	0.734941596	0	0	-0.588683537	0	0	2
Glrx	0	0	0	0.68871651	0	0	-0.654175105	0	0	2
Gm10051	0	1.199307759	0	0	0	0	0	0	-1.414411286	2
