	AL_TCDD_M_Bl_adt	BA_BPA10mg_M_Bl_adt	BA_BPA10ug_M_Bl_adt	BI_PM2.5_M_Bl_adt	DO_Pb_M_Bl_adt	DO_DEHP_M_Bl_adt	MU_PM2.5_M_Bl_adt	ZB_As_M_Bl_adlt	WK_TBT_M_Bl_adt
Gm1966	0	0	0	0.974143563	0	0	0	0	0
Asah1	0	0	0	0.970730145	0	0	0	0	0
Hnrnpa3	0	0	0	0.97017913	0	0	0	0	0
Ptpro	0	0	0	0.970064926	0	0	0	0	0
Gprin3	0	0	0	0.969847719	0	0	0	0	0
Abca5	0	0	0	0.96981217	0	0	0	0	0
Eef1a1	0	0	0	0.968906809	0	0	0	0	0
Oxsm	0	0	0	0.965231474	0	0	0	0	0
Kctd12b	0	0	0	0.965067741	0	0	0	0	0
Guca1b	0	0	0	0.963420425	0	0	0	0	0
Tnfrsf21	0	0	0	0.961647683	0	0	0	0	0
Aph1b	0	0	0	0.961271221	0	0	0	0	0
Zfyve28	0	0	0	0.961049333	0	0	0	0	0
Steap3	0	0	0	0.959841325	0	0	0	0	0
Utp14b	0	0	0	0.95861826	0	0	0	0	0
Clec10a	0	0	0	0.957903834	0	0	0	0	0
Gpr34	0	0	0	0.955238715	0	0	0	0	0
Spic	0	0	0	0.955017285	0	0	0	0	0
Bnip3	0	0	0	0.946300446	0	0	0	0	0
Mitf	0	0	0	0.937190058	0	0	0	0	0
Creb3l2	0	0	0	0.93583773	0	0	0	0	0
Atp6v0c-ps2	0	0	0	0.934597832	0	0	0	0	0
Acer3	0	0	0	0.933462936	0	0	0	0	0
Ddx6	0	0	0	0.933205409	0	0	0	0	0
Atp13a3	0	0	0	0.930901263	0	0	0	0	0
Il6st	0	0	0	0.92908048	0	0	0	0	0
Diaph2	0	0	0	0.926550549	0	0	0	0	0
C9orf72	0	0	0	0.924271468	0	0	0	0	0
Foxd4	0	0	0	0.923694912	0	0	0	0	0
Cebpa	0	0	0	0.920728055	0	0	0	0	0
Tnfsf13	0	0	0	0.919113959	0	0	0	0	0
Klf9	0	0	0	0.918391395	0	0	0	0	0
Ap4e1	0	0	0	0.917133333	0	0	0	0	0
Trerf1	0	0	0	0.915873284	0	0	0	0	0
Zfp938	0	0	0	0.91488881	0	0	0	0	0
Lcp1	0	0	0	0.914293494	0	0	0	0	0
Rbm41	0	0	0	0.913395224	0	0	0	0	0
Map3k9	0	0	0	0.908493288	0	0	0	0	0
4933440N22Rik	0	0	0	0.902396072	0	0	0	0	0
Kif24	0	0	0	0.900396416	0	0	0	0	0
Gm10036	0	0	0	0.896129839	0	0	0	0	0
Gm45221	0	0	0	0.896026214	0	0	0	0	0
P2rx7	0	0	0	0.891874749	0	0	0	0	0
Actr3	0	0	0	0.890612372	0	0	0	0	0
Fam213b	0	0	0	0.890329857	0	0	0	0	0
Neat1	0	0	0	0.889965929	0	0	0	0	0
A530010L16Rik	0	0	0	0.887215201	0	0	0	0	0
Ddx3x	0	0	0	0.886690453	0	0	0	0	0
Hif1a	0	0	0	0.886383187	0	0	0	0	0
Lamb3	0	0	0	0.885106025	0	0	0	0	0
Npc2	0	0	0	0.884156949	0	0	0	0	0
Cep290	0	0	0	0.883561744	0	0	0	0	0
Gm8995	0	0	0	0.883471293	0	0	0	0	0
Gm6563	0	0	0	0.882597836	0	0	0	0	0
Slamf8	0	0	0	0.881538577	0	0	0	0	0
Slc35e4	0	0	0	0.880130231	0	0	0	0	0
Clec4a3	0	0	0	0.87748157	0	0	0	0	0
4632404H12Rik	0	0	0	0.877322707	0	0	0	0	0
Cgas	0	0	0	0.876854484	0	0	0	0	0
Cdk14	0	0	0	0.875918449	0	0	0	0	0
Gm7072	0	0	0	0.873544254	0	0	0	0	0
Slc33a1	0	0	0	0.873396721	0	0	0	0	0
Gm47572	0	0	0	0.873104092	0	0	0	0	0
Gm20045	0	0	0	0.871513367	0	0	0	0	0
Sirpb1b	0	0	0	0.870361193	0	0	0	0	0
Slc25a36	0	0	0	0.868424144	0	0	0	0	0
Bco2	0	0	0	0.866548459	0	0	0	0	0
Glce	0	0	0	0.864143566	0	0	0	0	0
Ddx5	0	0	0	0.861782024	0	0	0	0	0
1-Mar	0	0	0	0.860116482	0	0	0	0	0
Wdfy2	0	0	0	0.85854272	0	0	0	0	0
Plbd1	0	0	0	0.858342993	0	0	0	0	0
Braf	0	0	0	0.857522632	0	0	0	0	0
Akap13	0	0	0	0.856967351	0	0	0	0	0
Trio	0	0	0	0.856890669	0	0	0	0	0
Gm14321	0	0	0	0.855422189	0	0	0	0	0
Cpne3	0	0	0	0.855117681	0	0	0	0	0
Mospd2	0	0	0	0.850770155	0	0	0	0	0
Il6ra	0	0	0	0.850508499	0	0	0	0	0
Ydjc	0	0	0	0.849495692	0	0	0	0	0
Tgfbr1	0	0	0	0.848667085	0	0	0	0	0
Rab32	0	0	0	0.848431813	0	0	0	0	0
Prdm1	0	0	0	0.848298795	0	0	0	0	0
Idh1	0	0	0	0.84666812	0	0	0	0	0
Parp12	0	0	0	0.845220852	0	0	0	0	0
Cd300lb	0	0	0	0.844927946	0	0	0	0	0
Hddc3	0	0	0	0.843930983	0	0	0	0	0
Socs6	0	0	0	0.841544404	0	0	0	0	0
Ext1	0	0	0	0.840777368	0	0	0	0	0
Arsg	0	0	0	0.840565732	0	0	0	0	0
Samd8	0	0	0	0.840368885	0	0	0	0	0
Zfp871	0	0	0	0.840154699	0	0	0	0	0
Chml	0	0	0	0.839498992	0	0	0	0	0
Pkd2l2	0	0	0	0.838897668	0	0	0	0	0
Zfp41	0	0	0	0.838251431	0	0	0	0	0
Mycbp2	0	0	0	0.829963761	0	0	0	0	0
Nr2c1	0	0	0	0.829770696	0	0	0	0	0
Noxred1	0	0	0	0.828736001	0	0	0	0	0
Lysmd3	0	0	0	0.825832155	0	0	0	0	0
Xylt1	0	0	0	0.825704335	0	0	0	0	0
Trdv4	0	0	0	0.825284687	0	0	0	0	0
AW549877	0	0	0	0.825149827	0	0	0	0	0
Far1	0	0	0	0.825090938	0	0	0	0	0
Alcam	0	0	0	0.825051292	0	0	0	0	0
Soat1	0	0	0	0.822455889	0	0	0	0	0
Kdelc2	0	0	0	0.819782744	0	0	0	0	0
Pank3	0	0	0	0.818852358	0	0	0	0	0
Gca	0	0	0	0.816786707	0	0	0	0	0
Ifih1	0	0	0	0.814308024	0	0	0	0	0
Trbv26	0	0	0	0.813814882	0	0	0	0	0
Slc19a2	0	0	0	0.813289949	0	0	0	0	0
Bmx	0	0	0	0.812656327	0	0	0	0	0
Arhgap26	0	0	0	0.811342228	0	0	0	0	0
Enc1	0	0	0	0.809935688	0	0	0	0	0
Nxt2	0	0	0	0.808891015	0	0	0	0	0
Ubr1	0	0	0	0.808674425	0	0	0	0	0
Ssh2	0	0	0	0.806299891	0	0	0	0	0
Rgmb	0	0	0	0.805508765	0	0	0	0	0
Tspyl4	0	0	0	0.805118025	0	0	0	0	0
Trim16	0	0	0	0.804344753	0	0	0	0	0
Slc26a2	0	0	0	0.801633574	0	0	0	0	0
Slk	0	0	0	0.80008674	0	0	0	0	0
Bach1	0	0	0	0.798888368	0	0	0	0	0
Pak1	0	0	0	0.798783601	0	0	0	0	0
Synj1	0	0	0	0.796047451	0	0	0	0	0
Dpy19l1	0	0	0	0.794076578	0	0	0	0	0
2810403D21Rik	0	0	0	0.793708254	0	0	0	0	0
Mlkl	0	0	0	0.792563046	0	0	0	0	0
Lncpint	0	0	0	0.792038053	0	0	0	0	0
Ddx17	0	0	0	0.790684182	0	0	0	0	0
Fam227a	0	0	0	0.789800199	0	0	0	0	0
Hnrnpll	0	0	0	0.789225706	0	0	0	0	0
Man2a1	0	0	0	0.788603197	0	0	0	0	0
Gm30948	0	0	0	0.786423305	0	0	0	0	0
Slc36a4	0	0	0	0.785627223	0	0	0	0	0
Dcun1d3	0	0	0	0.782716683	0	0	0	0	0
Kdm7a	0	0	0	0.782568959	0	0	0	0	0
Hrh2	0	0	0	0.779413886	0	0	0	0	0
Abhd15	0	0	0	0.777884819	0	0	0	0	0
9930111J21Rik2	0	0	0	0.777251368	0	0	0	0	0
Slc36a1	0	0	0	0.777154267	0	0	0	0	0
Pdxk	0	0	0	0.776511471	0	0	0	0	0
Rnf213	0	0	0	0.77540004	0	0	0	0	0
Naip2	0	0	0	0.774199683	0	0	0	0	0
Clec12a	0	0	0	0.772927991	0	0	0	0	0
Tctex1d2	0	0	0	0.772087048	0	0	0	0	0
Pigb	0	0	0	0.768965078	0	0	0	0	0
Acsl3	0	0	0	0.768460152	0	0	0	0	0
Mfsd14b	0	0	0	0.767151011	0	0	0	0	0
Cd53	0	0	0	0.766929745	0	0	0	0	0
Dock7	0	0	0	0.766092244	0	0	0	0	0
Nufip2	0	0	0	0.763584055	0	0	0	0	0
Crybg3	0	0	0	0.763397658	0	0	0	0	0
Flt3	0	0	0	0.763328464	0	0	0	0	0
Picalm	0	0	0	0.762540003	0	0	0	0	0
Son	0	0	0	0.762002859	0	0	0	0	0
Vps50	0	0	0	0.760825061	0	0	0	0	0
Skp2	0	0	0	0.760141284	0	0	0	0	0
Pik3c2a	0	0	0	0.759958768	0	0	0	0	0
Kcnip3	0	0	0	0.757854899	0	0	0	0	0
1810014B01Rik	0	0	0	0.757186223	0	0	0	0	0
Arl11	0	0	0	0.75612588	0	0	0	0	0
Fam49b	0	0	0	0.753816777	0	0	0	0	0
Pkdcc	0	0	0	0.753796298	0	0	0	0	0
Ahcyl2	0	0	0	0.753598577	0	0	0	0	0
Gm37266	0	0	0	0.753290096	0	0	0	0	0
Tmem38b	0	0	0	0.752368189	0	0	0	0	0
Avl9	0	0	0	0.751000927	0	0	0	0	0
Klf13	0	0	0	0.750409838	0	0	0	0	0
Eif2ak2	0	0	0	0.750223783	0	0	0	0	0
Msl3l2	0	0	0	0.749647575	0	0	0	0	0
Extl2	0	0	0	0.749276582	0	0	0	0	0
Stt3a	0	0	0	0.748617823	0	0	0	0	0
Gm12166	0	0	0	0.748298694	0	0	0	0	0
Fcgr2b	0	0	0	0.747480038	0	0	0	0	0
Rmdn1	0	0	0	0.747166877	0	0	0	0	0
Mob3b	0	0	0	0.744642907	0	0	0	0	0
Spopl	0	0	0	0.743862944	0	0	0	0	0
Iqgap1	0	0	0	0.743628686	0	0	0	0	0
Fnip1	0	0	0	0.743333917	0	0	0	0	0
Tmpo	0	0	0	0.742611641	0	0	0	0	0
Atrx	0	0	0	0.740241648	0	0	0	0	0
Map3k2	0	0	0	0.74012722	0	0	0	0	0
Tmed10	0	0	0	0.738784947	0	0	0	0	0
Mcl1	0	0	0	0.737117019	0	0	0	0	0
Foxred2	0	0	0	0.736613245	0	0	0	0	0
4930480K23Rik	0	0	0	0.736242477	0	0	0	0	0
Slc35a5	0	0	0	0.7354037	0	0	0	0	0
Yme1l1	0	0	0	0.734260388	0	0	0	0	0
Gm17655	0	0	0	0.73422994	0	0	0	0	0
Rrbp1	0	0	0	0.733688981	0	0	0	0	0
Lman1	0	0	0	0.733072194	0	0	0	0	0
Prkar2a	0	0	0	0.733032752	0	0	0	0	0
Cltc	0	0	0	0.731236395	0	0	0	0	0
Ranbp2	0	0	0	0.731086008	0	0	0	0	0
Dock1	0	0	0	0.730274752	0	0	0	0	0
2310001H17Rik	0	0	0	0.729684583	0	0	0	0	0
7-Mar	0	0	0	0.728599691	0	0	0	0	0
Patj	0	0	0	0.728038401	0	0	0	0	0
Samhd1	0	0	0	0.727589278	0	0	0	0	0
Igsf6	0	0	0	0.725102854	0	0	0	0	0
Slc29a3	0	0	0	0.724727118	0	0	0	0	0
Per3	0	0	0	0.724496524	0	0	0	0	0
Plekhh3	0	0	0	0.722514817	0	0	0	0	0
Zfp992	0	0	0	0.722222103	0	0	0	0	0
Fuca2	0	0	0	0.720065662	0	0	0	0	0
Pou2f1	0	0	0	0.719720099	0	0	0	0	0
Gm37844	0	0	0	0.719418152	0	0	0	0	0
Larp4	0	0	0	0.719148436	0	0	0	0	0
Tbc1d30	0	0	0	0.717777159	0	0	0	0	0
Ndst1	0	0	0	0.714941689	0	0	0	0	0
Rbks	0	0	0	0.71392833	0	0	0	0	0
Csgalnact2	0	0	0	0.710443384	0	0	0	0	0
Atp6v1a	0	0	0	0.70986704	0	0	0	0	0
Ipo7	0	0	0	0.70837124	0	0	0	0	0
Trip11	0	0	0	0.707100386	0	0	0	0	0
Aifm2	0	0	0	0.707043722	0	0	0	0	0
Prrc2c	0	0	0	0.70562827	0	0	0	0	0
Rif1	0	0	0	0.705590318	0	0	0	0	0
Med13	0	0	0	0.704725718	0	0	0	0	0
2010315B03Rik	0	0	0	0.703453892	0	0	0	0	0
Mboat1	0	0	0	0.702011104	0	0	0	0	0
Capza2	0	0	0	0.700688103	0	0	0	0	0
Il7r	0	0	0	0.700377693	0	0	0	0	0
Asph	0	0	0	0.700313018	0	0	0	0	0
Zfp763	0	0	0	0.699430409	0	0	0	0	0
Trappc8	0	0	0	0.698089544	0	0	0	0	0
Dusp22	0	0	0	0.697867732	0	0	0	0	0
Mfsd1	0	0	0	0.696634173	0	0	0	0	0
Gm45552	0	0	0	0.695215469	0	0	0	0	0
Zfp595	0	0	0	0.695139066	0	0	0	0	0
Fam114a1	0	0	0	0.694687084	0	0	0	0	0
Nin	0	0	0	0.69457128	0	0	0	0	0
Itgb3bp	0	0	0	0.693477399	0	0	0	0	0
Notch2	0	0	0	0.692631514	0	0	0	0	0
Gmfb	0	0	0	0.692609018	0	0	0	0	0
Ythdf3	0	0	0	0.692586804	0	0	0	0	0
Rgs2	0	0	0	0.692028238	0	0	0	0	0
H2-D1	0	0	0	0.691797809	0	0	0	0	0
Ldlrad3	0	0	0	0.691693513	0	0	0	0	0
Fut4	0	0	0	0.691320016	0	0	0	0	0
Gm6712	0	0	0	0.690145803	0	0	0	0	0
Camk1d	0	0	0	0.689490381	0	0	0	0	0
Gm12764	0	0	0	0.689364037	0	0	0	0	0
Fam208b	0	0	0	0.688017688	0	0	0	0	0
Myo1f	0	0	0	0.686984416	0	0	0	0	0
Dock10	0	0	0	0.686502601	0	0	0	0	0
Jmjd1c	0	0	0	0.685748821	0	0	0	0	0
Smpdl3a	0	0	0	0.685135167	0	0	0	0	0
Atad2b	0	0	0	0.685001152	0	0	0	0	0
Dgkh	0	0	0	0.684755212	0	0	0	0	0
Cep350	0	0	0	0.684753251	0	0	0	0	0
Naip6	0	0	0	0.684562382	0	0	0	0	0
Zfp128	0	0	0	0.68361351	0	0	0	0	0
6530402F18Rik	0	0	0	0.683123289	0	0	0	0	0
Trim30a	0	0	0	0.682283155	0	0	0	0	0
Pag1	0	0	0	0.681852481	0	0	0	0	0
Tbc1d32	0	0	0	0.681744628	0	0	0	0	0
Tyrobp	0	0	0	0.680107072	0	0	0	0	0
Tnpo1	0	0	0	0.678603578	0	0	0	0	0
Dglucy	0	0	0	0.678411659	0	0	0	0	0
Ythdc2	0	0	0	0.677741026	0	0	0	0	0
Hspa5	0	0	0	0.677680076	0	0	0	0	0
Agps	0	0	0	0.677663819	0	0	0	0	0
Gtf3c3	0	0	0	0.677146838	0	0	0	0	0
Atf3	0	0	0	0.676864516	0	0	0	0	0
Paqr3	0	0	0	0.676829521	0	0	0	0	0
Xpo1	0	0	0	0.676336246	0	0	0	0	0
Ly6c2	0	0	0	0.675588496	0	0	0	0	0
Kmt2e	0	0	0	0.675521937	0	0	0	0	0
Gm4956	0	0	0	0.674990655	0	0	0	0	0
Ppp1r3f	0	0	0	0.673485504	0	0	0	0	0
Usp12	0	0	0	0.673210219	0	0	0	0	0
Dusp6	0	0	0	0.673097123	0	0	0	0	0
Phtf1os	0	0	0	0.67253406	0	0	0	0	0
Gm26782	0	0	0	0.672368122	0	0	0	0	0
Mcts1	0	0	0	0.671466345	0	0	0	0	0
Gm42748	0	0	0	0.671388762	0	0	0	0	0
Fndc3a	0	0	0	0.670721311	0	0	0	0	0
Abcb1b	0	0	0	0.670034883	0	0	0	0	0
A430035B10Rik	0	0	0	0.669106035	0	0	0	0	0
Wdr41	0	0	0	0.669091379	0	0	0	0	0
Rbms1	0	0	0	0.668244738	0	0	0	0	0
Kbtbd8	0	0	0	0.668044335	0	0	0	0	0
Canx	0	0	0	0.66775059	0	0	0	0	0
Glud1	0	0	0	0.667663169	0	0	0	0	0
Pitpna	0	0	0	0.666570329	0	0	0	0	0
Arl15	0	0	0	0.66654371	0	0	0	0	0
Clock	0	0	0	0.666109765	0	0	0	0	0
Sppl2a	0	0	0	0.66434575	0	0	0	0	0
Fmnl2	0	0	0	0.664268211	0	0	0	0	0
Usp2	0	0	0	0.664245722	0	0	0	0	0
Zfp759	0	0	0	0.664081631	0	0	0	0	0
Hnrnpu	0	0	0	0.663347703	0	0	0	0	0
Sc5d	0	0	0	0.663236625	0	0	0	0	0
Rcor3	0	0	0	0.662448909	0	0	0	0	0
Spcs2	0	0	0	0.662331319	0	0	0	0	0
Rsl1	0	0	0	0.662021125	0	0	0	0	0
Zswim6	0	0	0	0.662004615	0	0	0	0	0
Zfp51	0	0	0	0.660690947	0	0	0	0	0
Ppm1h	0	0	0	0.660365759	0	0	0	0	0
Hnrnpa2b1	0	0	0	0.659859857	0	0	0	0	0
Paox	0	0	0	0.658204409	0	0	0	0	0
Tmem107	0	0	0	0.657618662	0	0	0	0	0
Ubn2	0	0	0	0.657185626	0	0	0	0	0
Fem1c	0	0	0	0.657183649	0	0	0	0	0
Frg2f1	0	0	0	0.656843839	0	0	0	0	0
Atp2a2	0	0	0	0.65637538	0	0	0	0	0
Ankhd1	0	0	0	0.656237678	0	0	0	0	0
Zfp518a	0	0	0	0.655955136	0	0	0	0	0
Hus1	0	0	0	0.655504691	0	0	0	0	0
Zfp36l2	0	0	0	0.655248714	0	0	0	0	0
Tlr7	0	0	0	0.655204917	0	0	0	0	0
Zfp354c	0	0	0	0.654367363	0	0	0	0	0
Ids	0	0	0	0.653954473	0	0	0	0	0
Pdia3	0	0	0	0.653696857	0	0	0	0	0
Sirpb1a	0	0	0	0.653680561	0	0	0	0	0
Vps13b	0	0	0	0.653238009	0	0	0	0	0
Srp54c	0	0	0	0.652450514	0	0	0	0	0
Klra4	0	0	0	0.652110999	0	0	0	0	0
Fcho2	0	0	0	0.650995904	0	0	0	0	0
Lrp6	0	0	0	0.650856985	0	0	0	0	0
Ipcef1	0	0	0	0.650620438	0	0	0	0	0
Ptar1	0	0	0	0.650221983	0	0	0	0	0
Yipf5	0	0	0	0.649639791	0	0	0	0	0
Sap30	0	0	0	0.64832139	0	0	0	0	0
Rasl12	0	0	0	0.647576871	0	0	0	0	0
Ighv1-66	0	0	0	0.646715476	0	0	0	0	0
Sp1	0	0	0	0.646621093	0	0	0	0	0
Syne3	0	0	0	0.646492549	0	0	0	0	0
Hnrnpul2	0	0	0	0.646205921	0	0	0	0	0
Slc31a1	0	0	0	0.645862899	0	0	0	0	0
Gm3788	0	0	0	0.645719206	0	0	0	0	0
Kif3b	0	0	0	0.644901398	0	0	0	0	0
Arl5b	0	0	0	0.643733299	0	0	0	0	0
BC005537	0	0	0	0.642026261	0	0	0	0	0
Tmed10-ps	0	0	0	0.641993301	0	0	0	0	0
Ankrd44	0	0	0	0.641813937	0	0	0	0	0
H1f0	0	0	0	0.641665673	0	0	0	0	0
Hook3	0	0	0	0.641296267	0	0	0	0	0
Ireb2	0	0	0	0.640765145	0	0	0	0	0
Zfp292	0	0	0	0.639888535	0	0	0	0	0
Zfp788	0	0	0	0.639423568	0	0	0	0	0
Secisbp2l	0	0	0	0.638745078	0	0	0	0	0
Ttc39c	0	0	0	0.637820221	0	0	0	0	0
Foxn2	0	0	0	0.634332246	0	0	0	0	0
Rps6ka3	0	0	0	0.634330736	0	0	0	0	0
Insr	0	0	0	0.633964729	0	0	0	0	0
Hsd17b11	0	0	0	0.632165802	0	0	0	0	0
Strn3	0	0	0	0.631961508	0	0	0	0	0
Sgpl1	0	0	0	0.631698298	0	0	0	0	0
Amz1	0	0	0	0.631117007	0	0	0	0	0
Pdia6	0	0	0	0.629774627	0	0	0	0	0
Sec24a	0	0	0	0.628792373	0	0	0	0	0
Oas1a	0	0	0	0.627583411	0	0	0	0	0
Xbp1	0	0	0	0.626375901	0	0	0	0	0
Naa50	0	0	0	0.625551106	0	0	0	0	0
Prkaa1	0	0	0	0.625508721	0	0	0	0	0
Nfix	0	0	0	0.625242417	0	0	0	0	0
Pla2g15	0	0	0	0.624222314	0	0	0	0	0
Srsf5	0	0	0	0.624047428	0	0	0	0	0
Ermp1	0	0	0	0.623824161	0	0	0	0	0
F730043M19Rik	0	0	0	0.622950147	0	0	0	0	0
Atp6v1b2	0	0	0	0.622811843	0	0	0	0	0
Gm45871	0	0	0	0.62246093	0	0	0	0	0
Gm37494	0	0	0	0.621698487	0	0	0	0	0
Pik3r6	0	0	0	0.621591679	0	0	0	0	0
Cep85	0	0	0	0.62037032	0	0	0	0	0
Dock8	0	0	0	0.618844674	0	0	0	0	0
Dock11	0	0	0	0.618217259	0	0	0	0	0
Zfp516	0	0	0	0.617163519	0	0	0	0	0
2610301B20Rik	0	0	0	0.617100097	0	0	0	0	0
Zfp729a	0	0	0	0.61658804	0	0	0	0	0
Tspan5	0	0	0	0.615617753	0	0	0	0	0
Cd2ap	0	0	0	0.613716971	0	0	0	0	0
Ralgapa1	0	0	0	0.612574684	0	0	0	0	0
Clcn5	0	0	0	0.611723822	0	0	0	0	0
Ipp	0	0	0	0.611454359	0	0	0	0	0
Pgm3	0	0	0	0.611184502	0	0	0	0	0
Ifngr1	0	0	0	0.61118269	0	0	0	0	0
Uevld	0	0	0	0.61059334	0	0	0	0	0
Shld2	0	0	0	0.610267917	0	0	0	0	0
Cln8	0	0	0	0.610022982	0	0	0	0	0
Trem2	0	0	0	0.609924863	0	0	0	0	0
Gm39556	0	0	0	0.609919297	0	0	0	0	0
Nampt	0	0	0	0.609741831	0	0	0	0	0
Slc43a2	0	0	0	0.609708345	0	0	0	0	0
Ddi2	0	0	0	0.609650204	0	0	0	0	0
Dpy19l4	0	0	0	0.609579002	0	0	0	0	0
Uhrf1bp1	0	0	0	0.606979084	0	0	0	0	0
Smchd1	0	0	0	0.606274527	0	0	0	0	0
Lipo3	0	0	0	0.605882646	0	0	0	0	0
Ctsh	0	0	0	0.604761826	0	0	0	0	0
Sipa1l2	0	0	0	0.604648553	0	0	0	0	0
Tmem168	0	0	0	0.603719563	0	0	0	0	0
Mfsd8	0	0	0	0.603598137	0	0	0	0	0
Sp4	0	0	0	0.603196912	0	0	0	0	0
Snx13	0	0	0	0.60319213	0	0	0	0	0
Atp11b	0	0	0	0.603038573	0	0	0	0	0
Wrn	0	0	0	0.60265511	0	0	0	0	0
Dr1	0	0	0	0.602374826	0	0	0	0	0
Zkscan7	0	0	0	0.601537298	0	0	0	0	0
Rasgrp4	0	0	0	0.60038273	0	0	0	0	0
Gm37305	0	0	0	0.60029398	0	0	0	0	0
Apobec1	0	0	0	0.599249498	0	0	0	0	0
Zfp229	0	0	0	0.598596784	0	0	0	0	0
Itpr1	0	0	0	0.59835981	0	0	0	0	0
Hsp90b1	0	0	0	0.598179783	0	0	0	0	0
Insig1	0	0	0	0.597859793	0	0	0	0	0
Papss1	0	0	0	0.597155681	0	0	0	0	0
Plxdc1	0	0	0	0.596829652	0	0	0	0	0
Ammecr1	0	0	0	0.596696501	0	0	0	0	0
Retreg1	0	0	0	0.596664827	0	0	0	0	0
Bmt2	0	0	0	0.595322388	0	0	0	0	0
Nsg2	0	0	0	0.595306928	0	0	0	0	0
Spcs3	0	0	0	0.594627181	0	0	0	0	0
Gm5113	0	0	0	0.593957292	0	0	0	0	0
Lyrm1	0	0	0	0.593648643	0	0	0	0	0
Mettl21a	0	0	0	0.593039536	0	0	0	0	0
Ntng2	0	0	0	0.592548672	0	0	0	0	0
Naa30	0	0	0	0.592297388	0	0	0	0	0
Hgf	0	0	0	0.592193132	0	0	0	0	0
Hs2st1	0	0	0	0.5910941	0	0	0	0	0
Kbtbd11	0	0	0	0.590649884	0	0	0	0	0
Dhx36	0	0	0	0.590603205	0	0	0	0	0
Casp8ap2	0	0	0	0.590369959	0	0	0	0	0
Nod2	0	0	0	0.589934334	0	0	0	0	0
Txlng	0	0	0	0.589157154	0	0	0	0	0
Fam199x	0	0	0	0.589062698	0	0	0	0	0
Cept1	0	0	0	0.588754938	0	0	0	0	0
Mob1a	0	0	0	0.587848768	0	0	0	0	0
Tpt1	0	0	0	0.58732349	0	0	0	0	0
Uba6	0	0	0	0.587243429	0	0	0	0	0
Usp8	0	0	0	0.586622499	0	0	0	0	0
Nipbl	0	0	0	0.585997145	0	0	0	0	0
Phf20l1	0	0	0	0.585505286	0	0	0	0	0
Ocrl	0	0	0	0.585463769	0	0	0	0	0
Tm9sf3	0	0	0	0.585252122	0	0	0	0	0
Gm7809	0	0	1.141336456	0	0	0	0	0	0
mt-Rnr2	0	0	1.128924313	0	0	0	0	0	0
Vdac3-ps1	0	0	1.002774827	0	0	0	0	0	0
AC154540.2	0	0	0.93645313	0	0	0	0	0	0
Sh3bgrl	0	0	0.89653887	0	0	0	0	0	0
Gm11836	0	0	0.892721553	0	0	0	0	0	0
Gm6634	0	0	0.892446885	0	0	0	0	0	0
Gm9392	0	0	0.851976202	0	0	0	0	0	0
Gm4202	0	0	0.813548642	0	0	0	0	0	0
Hist1h1c	0	0	0.812216125	0	0	0	0	0	0
Svip	0	0	0.802452999	0	0	0	0	0	0
Gm5835	0	0	0.798286895	0	0	0	0	0	0
A630072M18Rik	0	0	0.769017737	0	0	0	0	0	0
Mbnl1	0	0	0.759013518	0	0	0	0	0	0
Ctnnd1	0	0	0.757514972	0	0	0	0	0	0
mt-Rnr1	0	0	0.748702836	0	0	0	0	0	0
Ikzf5	0	0	0.74495537	0	0	0	0	0	0
Lrrc58	0	0	0.730123783	0	0	0	0	0	0
Kif2a	0	0	0.708185623	0	0	0	0	0	0
Vma21	0	0	0.695878233	0	0	0	0	0	0
E230016M11Rik	0	0	0.68690399	0	0	0	0	0	0
Tpm3-rs7	0	0	0.685354932	0	0	0	0	0	0
Klhl15	0	0	0.682651619	0	0	0	0	0	0
Ap1s2	0	0	0.676584992	0	0	0	0	0	0
CT010445.1	0	0	0.65599597	0	0	0	0	0	0
Fam151b	0	0	0.644478316	0	0	0	0	0	0
Gm4366	0	0	0.630404618	0	0	0	0	0	0
Trappc2	0	0	0.630389358	0	0	0	0	0	0
Gm44751	0	0	0.626699294	0	0	0	0	0	0
Katnbl1	0	0	0.619690859	0	0	0	0	0	0
Rpp40	0	0	0.608671984	0	0	0	0	0	0
Tmx3	0	0	0.597543137	0	0	0	0	0	0
Rap1b	0	0	0.593504843	0	0	0	0	0	0
Tmem170b	0	0	0.5919752	0	0	0	0	0	0
Amd1	0	0	0.591562056	0	0	0	0	0	0
Gm5586	0	1.985463993	0	0	0	0	0	0	0
Gm37248	0	1.700669342	0	0	0	0	0	0	0
Gm49391	0	1.602103351	0	0	0	0	0	0	0
Gm5781	0	1.517813	0	0	0	0	0	0	0
Gm20594	0	1.502325411	0	0	0	0	0	0	0
Gm15232	0	1.483760111	0	0	0	0	0	0	0
Rps26-ps1	0	1.37906681	0	0	0	0	0	0	0
Gm33104	0	1.257738059	0	0	0	0	0	0	0
Apoc1	0	1.188354042	0	0	0	0	0	0	0
Rbm25	0	1.154582919	0	0	0	0	0	0	0
Fam78b	0	1.145616377	0	0	0	0	0	0	0
Rgcc	0	1.132630638	0	0	0	0	0	0	0
Tcf7l2	0	1.126421162	0	0	0	0	0	0	0
Gzma	0	1.114491808	0	0	0	0	0	0	0
Gm15500	0	1.097314148	0	0	0	0	0	0	0
Tmem141	0	1.09107677	0	0	0	0	0	0	0
Ppig	0	1.086964598	0	0	0	0	0	0	0
