Aylor_TCDD_Male_adult_blood	Aylor_TCDD_Male_adult_liver	Bartolomei_BPA10mg_Male_adult_blood	Bartolomei_BPA10mg_Male_adult_liver	Bartolomei_BPA10ug_Male_adult_blood	Bartolomei_BPA10ug_Male_adult_liver	Biswal_PM2.5_Male_adult_blood	Biswal_PM2.5_Male_adult_liver	Dolinoy_DEHP_Male_adult_blood	Dolinoy_DEHP_Male_adult_liver	Dolinoy_Pb_Male_adult_blood	Dolinoy_Pb_Male_adult_liver	Mutlu_PM2.5_Male_adult_blood	Mutlu_PM2.5_Male_adult_liver	Walker_TBT_Male_adult_blood	Walker_TBT_Male_adult_liver	Zhibin_As_Male_adult_blood	Zhibin_As_Male_adult_liver	Type
Cebpb	0	0	0.912409025057584	0	0	0.707976304429184	0	0.849372861806705	0	0	0	0	0	0	-0.760067977285325	-0.674460475823303	-1.21104444011803	0.792189336327702	Walker_TBT_Male
Mirt2.1	0	0.894462996737283	0	0	0	0	0.800809983157969	0.946933768380021	0	0	0	0	0	0	-1.15352366133386	-0.842486733100957	0	0	Walker_TBT_Male
C5ar1.1	0	0	0	0	0	0	0.669655717922211	0.841833963799623	0	0	0	0	0	-1.01804921245045	-0.872060114628507	-0.902886259560239	0	0	Walker_TBT_Male
Fndc3b.1	0	0	0	0	0	0	1.55414605577178	1.00874332642222	0	0	0	0	0	-0.790529134080359	-0.974688482649137	-0.757621533548964	0	0	Walker_TBT_Male
Epha2	0	0	0	0	0	0	0	1.43077763522043	0	0	0	0	-0.91614178893051	0	-1.91238244863186	-1.06702266940351	0	0	Walker_TBT_Male
Lrg1	0	0	0	-0.848366243560603	0	0	0	1.24507583714604	0	0	0	0	-1.23668773542356	0	-1.50445583760467	-0.961631390294718	0	0	Walker_TBT_Male
Gadd45g	0	0	0	0	0	0	0	1.75426016913013	0	0	0	0	0	0	-0.709715631444048	-1.56827491925488	0	0	Walker_TBT_Male
Lbp	0	0	0	0	0	0	0	1.21335204426307	0	0	0	0	0	-0.722419440045294	-1.40431480788485	-0.597011504014797	0	0	Walker_TBT_Male
Prg4	0	0.773715223080851	0	-0.636132653530917	0	0	0	1.10366115906889	0	0	0	0	0	-0.693571467986065	-2.37958185766891	0	2.35868486744947	-0.741256703544918	Zhibin_As_Male
Raph1.1	0	0	0	0	0	0	1.33882711664138	-0.650642869955149	0	0	0	0	0	-0.598563906259292	0	0	0.625756279273216	-0.688129961049109	Zhibin_As_Male
Gm21781	0	0	0	0	0	0	0	0	0	0	0	0	0.837722985863799	0	0.789143430683413	0	0.779620049700087	-1.09373801062358	Zhibin_As_Male
Snx32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.605417125452752	0.617811481653861	-0.689115293095326	Zhibin_As_Male
Tert	0	0	0	0	0	0	0	-0.60205501361314	0	0	0	0	0	0	0	0.824450777757636	1.08180953438195	-0.938926240832565	Zhibin_As_Male
Zmym6	0	-0.714041288134396	0	0	0	0	0	0	0.640696481316707	0	0	0	0	0	0	0	0.646093732947026	-0.64108912729128	Zhibin_As_Male
Leng8	0	0	0	0	-0.62846258883404	0	0	0	0	0	0	0	0	0	0	0	0.669104524468717	-0.750125762633172	Zhibin_As_Male
Atat1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.913587909795581	-0.626450893748485	Zhibin_As_Male
Zfhx2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.838014046826033	-0.710458704266229	Zhibin_As_Male
Cyp1a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.647675775651974	-0.778185074494042	Zhibin_As_Male
Ssh3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.824449786067043	-0.990290902055522	Zhibin_As_Male
Cebpb.1	0	0	0.912409025057584	0	0	0.707976304429184	0	0.849372861806705	0	0	0	0	0	0	-0.760067977285325	-0.674460475823303	-1.21104444011803	0.792189336327702	Zhibin_As_Male
Rpl22l1	0	0	0	0	0	0	0	-1.13781778118542	0	0	0	0	0.597364319840181	0	0.761570462999867	0	-1.3267661878157	0.671868401237494	Zhibin_As_Male
Sco2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.679633754295865	0.749622624356473	Zhibin_As_Male
Calhm6	0	0	0	0	0	0	0	-0.891581736687275	0	0	0	0	0	0	0	0	-0.58721137823938	0.749054876316371	Zhibin_As_Male
Atp5e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.08264438011177	0.700597533411124	Zhibin_As_Male
Cops9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.13158418411159	0.633749199657648	Zhibin_As_Male
Abhd17b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.834849599503414	0.60987901597041	Zhibin_As_Male
Fam241a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.788517112214104	0.694398809975243	Zhibin_As_Male
Gm5617	0	0	0.671977237630994	0	0	0	0	0	0	0	0	0	0	0.78059085303868	0	0	-1.0341576866021	0.599324566877456	Zhibin_As_Male
Ier3ip1	0	0	1.03180014407088	0	0.622782459383574	0	0	0	0	0	0	0	0	0	0	0	-0.632347618933582	0.58798236541291	Zhibin_As_Male
Ndufa5	0	0	0.789498091717643	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.750750507963379	0.691211064817548	Zhibin_As_Male
